Nama,Tanggal,Rating,comment
Toni Iskandar,24 Juni 2021,2,Jaringan bagus tapi memuat terus jadi hapus aja
Yeni Nuraini,15 Juni 2021,2,Tidak ada koin
Raghez Channel,27 Mei 2021,2,Kenapa tiktok saya enggak bisa dapat poin saldo. / gak ada logo / notifikasi undangan
agustina ina,14 Mei 2021,2,"Kok sekarang tiktok ku kok error. pemutaran sedikit, padahal sudah 4jam."
botol cah koplak,23 Maret 2021,2,Kenapa setiap aku upload ketiktok GaK bisa alias keluar terus gitu
Mahedy Chanel,2 Maret 2021,2,Poko mantap buat menghilangkan jenuh
Jafar Lipu,23 Maret 2021,2,Aku kasih bintang 2 karna tiktok ku macet pada halo hpku hp oppo
Kanjeng Mami,5 Juni 2021,2,Hai Semua Mau Ta Kalo Benar Yah Aplikasi Ini Bagus ????????
Agus Stwn,19 Juli 2021,2,Untuk seukuran aplikasi video aplikasi ini terlalu bak memakan penyimpanan
mramdan ramdan,30 Juni 2021,2,Kok saya gak nerima kode undangan . Padahal saya pengguna baru di tiktok. Aneh
neni viyath,6 Juli 2021,2,Payah Pendapatan koin Makin Lama mengunakan tiktok makin sedikit pendapatan.. Ga nonton video ga dapat coin.. Harus ada Chekin share atau gimana gitu..
Hartati Tuta,26 Juni 2021,2,"Hi nama aku,, Hi R , mau coba dulu iya kasih bintang dua aja nanti kalau bagus aku tambah,"
Rini Lisnawati,5 Agustus 2021,2,Aku lihat ada yang tiktok lite dan tiktok biasa nah kok ada dua tiktok ini palsu
Kang Es,6 Maret 2021,2,Kenapa dengan tiktok saya. Padahal saya sudah hapus tapi diplaystore mendownload 1% tapi enggak jalan jalan downloadtan 👎
Beni pratama setiawan,2 April 2020,2,"Tiktok yang sekarang.bukan tiktok yang dulu, dulu isi kreatifitas, sekarang isi banci, anak alay, anak gaya 70an, ibu2 yang caci maki tetangga, cewek yang burik terus pakai tepung. dimuka, kembalikan tiktok kami yang dulu, bukan tiktok dengan isi sampah seperti ini, sebaik tiktok. blokir.mereka"
Hi Adnan,29 Mei 2021,2,Kenapa saya ga bisa narik uang sih?solusi dong min
Eldy Eldy,10 Juli 2021,2,Download 65 mb selesai download jadi 400mb kok gitu sih
amelia fren,#############,2,"konten konten sampah,cewek mulus sexs*,DLL masuk ke beranda, tolong blokir orang orang yang membuat konten berikut, JIKA sudah DIPEBAIKI SAYA AKAN KASIH BIntang lima"
Pengguna Google,12 Oktober 2018,2,"Dengan hormat kepada pihak Musical.ly saya kecewa dengan ada pembaruan ini, mungkin bukan saya aja yang kecewa dengan ada pembaruan ini, kami mohon maaf sekali,apakah musical.ly bisa dikembalikan? maaf bila ada salah"" kata😊"
Zero Buana,25 Juni 2021,2,Ada event ngebug perbaiki lah Sangat sangat tidak man
Aidah Kamila,#############,2,Kenapa saya tidak bisa balik lagi keakun yang lama? Tolong diperbaiki dong.. Saya sudah capek2 berjuang sampe beribu2 Tapi kenapa tiba2 saya tidak bisa balik lagi keakun yang lama?
Septi Rizkianti,15 Juli 2021,2,Seru banget sumpah nonton
burt Said,3 Maret 2021,2,kenapa lama sekali didownload padahal sil saya bagus2 saja ... maaf saya kasih bintang 2
Iis Tiara,#############,2,so. bad. gak. bisa gak ada video apa. bikin kesel aja
Nandashaf,15 Juni 2021,2,Untuk dibuat transisi jelek banget enggak seperti tahun2 2018'an😠 suka lag
Lisaa,3 Januari 2021,2,Eh please tiktok tolong jelasin dong kenapa aku gak bisa ya buka tiktok setiap habis download terus aku buka kok gak bisa ya ? Tolong jelaskan dong tiktok padahal hpku gak kenapa kenapa 😭😭
Jcjf Jdu,2 Agustus 2021,2,Aku kasih bintang dua dulu mau coba kalau bagus ditambahi
Axyra_ 16.4,9 Mei 2021,2,Tiktok yang asli itu mana seh saya bingung njir tiktok yang asli itu yang mana yang ini atau yang satu lagi
Tyje Perk,#############,2,Ada masalah apa ini. Sumpah aku bingung.. aku sudah Upload Video 24 jam tapi gak ada yang Nonton. Gak ada yang Like yaa...
Tiktok GBDPPMNGMPYTG,7 Agustus 2021,4,Keren banget program aplikasi tiktok makin banget bagus sekali. jadi makin menyukai saya. selain dapat uang makin bak dan terhibur jadi enjoy banget dengan aplikasi ini
kode tiktok GBDPPMNGMPYTG,2 Agustus 2021,4,Bagus aplikasi sangat menyukai jadi saya
Hello D⓺⓸⓺⓷⓵⓽⓸,7 Agustus 2021,4,Aplikasi yang sangat pasti pasti dapat hadiah uang cukup nonton video aja 🤣😂😂🤣😍😍😍😍🥰
Baha Rudin,24 Juli 2021,4,Bagus apa lihat2 sudah ku bilang bagus
Lane Smith,2 Agustus 2021,4,Aplikasi terbaik yang pernah ada memang benar terbukti bisa menghasilkan uang mantap top😎😀
Aisha N Putri,5 Agustus 2021,4,BAgUs 🤬 😡 Apa lihat orang dibilang bagus💔
Rika wijaya,6 Agustus 2021,4,Mau ta kenapa point nonton video jadi hilang terus saya sudah berhasil 1 undang teman yang download tapi kayak gak nambah reward / uang / point' apapun ...apa yang salah ya ?
Raisya Aulia Fitri,6 Agustus 2021,4,"Umm hai, kenapa ya sudah 3 hari ini lag? Video tidak bisa diputar padahal jaringan internet saya baik baik saja, tolong di perbaiki ya^^"
Sans01,7 Agustus 2021,4,SEMOGA POSTINGANKU FYP TERIMAKASIH
Tiktok GBDPPMNGMPYTG,31 Juli 2021,4,Tidak pernah menyesal download aplikasi ini yang pengguna bak sekali.membuktikan bahwa aplikasi ini bagus karna menghibur dan bermanfaat sekali untuk mendapatkan bonus uang. aplikasi yang sangat cocok buat semua kalangan.
Indra Moza,3 Agustus 2021,4,"Maaf ya tiktok kalau mengadakan event jangan di persulit lah, perekonomian semakin sepi jangan dipersulit lagi, kode undangan tidak ada yang bisa lolos, dan saya sangat kecewa, tolong diperbaiki lagi terimakasih"
Saikurusmidi midi,20 Juli 2021,4,"Koin aku gak nambah"" sudah sering nonton video tapi gak nambah"" minta pendapat dong???????????????????????????????????????????????????????????????????????????????????????????????????????????????"
andra yani,6 Agustus 2021,4,"Yang disayangkan bak pengguna wanita2 yang tidak medari video2 mereka dijoin dengan para laki2 di video mereka sendiri dengan emoji2 cinta kasih yang tak diketahui pihak wanita tersebut, yang bisa menjatuhkan martabat para wanita tersebut di publik"
Putri Aulia,6 Agustus 2021,4,"Tadi sih bagus tidak ada masalah, tapi lama- kelamaan kok pas post video, video jadi burem gitu padahal video asli tidak burem . jujur kecewa banget apa harus pu iPhone dlu biar tidak burem😌"
GUSTIAN,2 Agustus 2021,4,"Saya mau mintak tolong min, kenapa hampir 20 harian code tiktok saya selalu gagal undang temen maksud saya setiap pengguna baru tiktok yang memasukkan code tiktok saya selalu gagal, padahal saya tidak curang min & sudah download lewat link saya,, tolong bantu secepat , ini code tiktok saya min👉 GBC4CACBMPYTK"
Aldhika Reza33,4 Agustus 2021,4,Aplikasi bagus banget buruan downlodd.. kenapa lihat ke bawah kan aku sudah bilang aplikasi bagus banget .😁😁
Qilah々 ·,7 Agustus 2021,4,"Ini kenapa gak bisa diputar video ya? lag lag gitu loh, padahal jaringan  bagus banget 🙂 , tolong banget untuk diperbaiki ya🙏"
Vitha Rosalie,4 Agustus 2021,4,"Halo, kepada pihak Tiktok. Saya mau ta, kenapa ya.. saat saya buka Tiktok, terus saya mau duetin ke video orang, gak bisa.. tertulis kalo saya sedang buka aplikasi yang menggunakan video, padahal saya ha membuka tiktok. Tolong dibantu ya. - Multi.328"
bandar ripuh,2 Agustus 2021,4,Mengajak orang buat download itu susah. Terus pas dapat orang pu handphone baru diundang terus download habis itu masukin kode error tidak lolos kontrol penipuan. Padahal akun baru itu bonus nonton gede. Mau ta parameter kontrol penipuan apa?
Rama dhani,15 Juli 2021,4,"Tolong pihak tiktok permudahkan akun tiktok saya untuk menarik saldo, sudah beberapa Minggu ini selalu gagal, dan tak ada tanggapan dari kalian mohon kerjasama terimakasih."
KS JUnIoR,31 Juli 2021,4,"Sangat mengisi di waktu yang kosong. Menemukan sebuah inisiatif dan kreatif buat pengguna tiktok. Dan satu harapan, agar seluruh penghuna tiktok, bisa digunakan dengan baik. Berpikir pada kemampuan diri sendiri."
Arifin,5 Agustus 2021,4,Bagusya bagus
Amara Zahraa,22 Juli 2021,4,"apaan sih fyp tiktok akhir' ini bikin panas mulu siapa sih pembuat tiktok? apa maksud buat iri hati? aku juga mau uwuwu ok stop it, i'm very angry ya. /bl tiktok"
Kanaya Jeniffer,17 Juli 2021,4,Aplikasi apaan ini jelek banget tapi bohong hayuk😂 aplikasi bagus banget😊
Ade Li,8 Agustus 2021,4,Ada. Aja masalah tiktok Terus aja perbaikan.. sudah susah masukin kode ref.. sekarang susah juga penarikan ke e-walet.. Niat bagi2 duit gsk sih.. payah sekali kamu tok.. unisntall aja lah..bangsat.
Rian Kinoy,16 Juli 2021,4,Saya sangat seneng banget bisa menemukan aplikasi ini karena dengan ada aplikasi ini saya bisa menghasilkan uang asli dari tiktok mantap sekali terta beneran terima kasih😙😙.
Hasbia Bahar,2 Agustus 2021,4,aplikasi jangan lihat lagi pokok bagus
Tika Nur,20 Juli 2021,4,Aplikasi bagus banget aku suka apa lo lihat lihat kan aku dah bilang aplikasi bagus
Yurike Maysa,19 Juli 2021,1,kenapa tiktok sekarang suka lambat
Oedjang Sufyan,8 Agustus 2021,1,Menyesal saya nonton tiktok terkena berita bohong terus
Muhammad Khoirul imam,11 Juli 2021,1,aplikasi pembohongan
Nugroho Rasta Hartono,27 Juli 2021,2,lain kali tolong di filter video karena bak adegan kekerasan
Duta Varrel Maulana,27 Juli 2021,1,tiktok jelek
reyman zey,23 Juli 2021,2,"bagus sih tapi kok patah - patah sih. padahal penyimpanan gue masih aman, dan gue pakai wifi yang kuat banget. ''ini kenapa apa yang salah sama handphone gue"""
DLFA -DisLike For Angela,19 Juli 2021,1,bak sekali adegan yang tidak pantas untuk anak kecil
Junsayaon,6 Agustus 2021,2,aplikasi tidak ada manfaat
Was Kurii,6 Agustus 2021,2,aplikasi penipuan
Mzul firmansyah,5 Agustus 2021,2,tiktok shop bohong tidak ada gratis ongkos kirim
Shabrina Aqela,20 Juli 2021,1,Ini kenapa akun saya kok tidak bisa login lagi padahal saya tidak dikasih kebijakan privasi tapi kok gak bisa kata disuruh menyetujui tapi dimana cara tolong kalo gini saya repot jadi soal akun saya hilang yang shabrinaaqela86 terima kasih
Zella Cesanuria,6 Agustus 2021,2,jangan download tiktok
Siti Nurjamilah,27 Juli 2021,1,aplikasi tidak bagus
yadi yadi,4 Agustus 2021,1,saya tidak puas dengan layanan aplikasi ini
Nova Nova,18 Juli 2021,1,saya kecewa tiktok membuat kouta saya habis
Marstarius Mars,2 Agustus 2021,1,aplikasi mengecewakan
Hana Faiza,24 Juli 2021,1,saya tidak merekomendasikan aplikasi ini untuk anak - anak
Arnita Hasna Wijayanti,28 Juli 2021,1,tiktok bukan aplikasi yang baik
Ery dwi Novianti,5 Agustus 2021,2,bak video yang mengandung kebohongan
im nob,25 Juli 2021,2,tiktok tidak keren
NekoPiaa,8 Agustus 2021,2,FYP saya bak sekali video tidak bagus
Hyunji 현지,13 Juli 2021,2,setelah menonton beberapa video dari tiktok saya tidak tertarik
Gitalis dwi Roviqoh,4 Agustus 2021,2,Agak sering lemot pindah² bahasa jadi enggak ngerti
SEWU Channel,28 Juli 2021,2,setelah update aplikasi tiktok sering lag
YT_SaHrUL,7 Agustus 2021,2,tiktok koin pembohongan uang tiba - tiba hilang
Martini Ny,1 Agustus 2021,2,tidak seru
Aisyah Mangunroto,16 Juli 2021,2,"Mohon maaf ye tiktok bukan kenapa' tapi kenapa diakun tiktok saya enggak bisa salin komen, kan saya kalo mau salin link AU, link video youtube, kata' motivasi sama sastra enggak bisa. tolong ya tiktok ini akun saya yang bermasalah apa emang lu yang ilangin fitur"
Shfazzh,31 Juli 2021,2,"Tiktok tolonglah uang jangan hasil ngundang ngundang mulu, yang nonton"" video, teman saya gak ada yang bisa diajak kerja sama🙄🙏🏿 PLEASE"
Adryan Satria,12 Juli 2021,2,"Aplikasi gak jelas Padahal saya belum pernah download tiktok tapi tidak bisa memasukkan kode, sudah lama nungguin download percuma buang buang data"
Kalina Riyanti,7 Agustus 2021,2,"kenapa video saya tidak bisa live, sangat mengecewakan tiktok"
Tiyo Sandal,7 Agustus 2021,2,aplikasi jelek banget
Rizki Rizki,27 Juli 2021,4,Aplikasi bagus banget apa lihat ke bawah sudah tau bagus😄
imuts 00,7 Agustus 2021,4,Aplikasi bagus tapi kenapa untuk event yang selalu nonton video tidak ada kalo bisa kasih event juga buat kami para penikmat video terimakasih semoga admin merespon
Rendi fathor,20 Juli 2021,4,"Akun saya tidak bisa mengundang teman . biasa diatas ada tulisan undang , tapi sekarang ganti tulisan tonton dapatkan 3.500 . terus gimna cara mau mengundang teman saya"
Papa Istiqoma,19 Juli 2021,4,"sukses selalu tim tiktok. untuk akun saya ianskuy2 ada masalah, kenapa tidak ada untuk beralih ke akun pro..? mohon ditindak lanjuti ya.. terimakasih.. 🙏"
Sabrina Ayu,3 Agustus 2021,4,tiktok sekarang kalau lihat video sebentar.. yang sebelum  koin berputar sekarang jadi tulisan bonus saja .. mohon bantuan .. sudah 2 hari begitu
Athaya Zafir,20 Juli 2021,4,Aku suka aplikasi ini tapi ada konten yang tidak pantas untuk anak kecil
silfira nisa,25 Juli 2021,4,"Bagus aplikasi and menghibur juga,tapi kenapa aku kasih bintang 4? aplikasi ini menghasilkan uang, tetapi uang yang kita hasil kan setiap menonton video halah perak saya mengumpulkan koin ini tetapi ha mendapatkan 10.000"
bella,19 Juli 2021,4,aplikasi memang bagus tapi kadang kadang sering keluar sendiri.. fyp isi video yang ngawur ngawur padahal aku enggak nonton video yang terkait dengan itu haduh untuk kedepan tolong diperbaiki lagi ya
DURI'S FF,6 Agustus 2021,4,Ini aplikasi yang sangat bagus Bagus☺
Hilda Aprianti,28 Juli 2021,4,Aplikasi bagus kenapa lihat lihat kan sudah bilang bagus
Novia Anggraini,6 Agustus 2021,4,"Tiktok aplikasi anak muda jaman sekarang, hampir 99% hidupku ada di tiktok, serujugaa bisa dapat duit . ♥️"
Ary Djulhaj,2 Agustus 2021,4,Aplikasi ini sangat bagus
Aswin Pri Prakosa,28 Juli 2021,4,Aplikasi bagus dan bermanfaat. Bisa cari video yang bisa menambah wawasan dan pengetahuan. Tapi miris bak yang menggunakan tiktok dengan tujuan negatif. Terimakasih.
Rhafly Wandadinata,2 Agustus 2021,4,"Assalamualaikum Min, Aku mau cerita Keluhan aku main tiktok, Baru Aja buka Tiktok, baru 5 menit, Signal bagus, eh mau buka Komentar, Gak bisa, mau scroll Ke bawah gak bisa, Kata Koneksi Jaringan Gagal, Padahal pakai Wifi Dan signal pun Gede, Tolong Dong Tiktok benerin BUG , Huh"
Adel Chaselria,6 Agustus 2021,4,"Bagus kok,tapi kadang suka keluar sendiri or enggak dia suka load ulang diberanda, bagus tapi diperbaiki lagi update thanks."
Sena cangtip,20 Juli 2021,4,Tolong sediakan fitur history soal biasa tiba tiba kepencet refresh terus kalo mau cari vido yang tadi ke refresh itu sulit banget apalagi ngga inget username akun  mohon banget ni beneran 
YtCrash arsumb,4 Agustus 2021,4,Aplikasi bagus tapi untuk respon ketika mengajukan pertaan sangat lama di balas. dan tidak ada feedback sama sekali bagi konten kreator..
ADIT,14 Juli 2021,4,Aplikasi jelek banget tapi bohong
Pratama Nur,6 Agustus 2021,4,Bagus banget woy .?
pelangi hitam,12 Juli 2021,4,"misi menonton video selama 30 menit sudah 3hari hilang tidak muncul-muncul, padahal saya tidak pernah melalukan pelanggaran ataupun kecurangan apapun. tolong perbaiki lah min🙏"
xiaoming fu xia,7 Agustus 2021,4,Bagus banget aplikasi yang satu ini Tapi mohon dikurangin ya video yang joget aurat bertebaran☺
Fani Austin,18 Juli 2021,4,Aplikasi sangat bagus ayo download biar gak penasaran jadi ...
Kode referal Neo ABLR82,29 Juli 2021,4,Sangat menyukai saya aplikasi bagus sekali terhibur jadi lihat video  ...
mutiara fatma,14 Juli 2021,4,Bagus si tapi lihat apa kalian sudah dibilang aplikasi ...
JDF STORE,17 Juli 2021,4,Aplikasi InI Sangat luar biasa
Wayang Semar,6 Agustus 2021,4,Berbagai video ada disini dari dalam dan luar negeri juga ada pantas sekali TikTok hebat<<<<...
Warung Pintar,4 Agustus 2021,4,"Tiktik emang oke👍 tapi sayang poin sekarang menurun, <<- ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????"
Arlan Arlan,14 Juli 2021,4,Saya suka sih tapi harus ada tombol dislike
Kode tiktok GBDPPMNGMPYTG,19 Juli 2021,4,Sangat suka banget aplikasi bagus buat video juga tentang terkini. dapat uang juga lagi dengan tonton terus video ...
Gregorius Waja,5 Agustus 2021,1,bak video tidak berbobot
Uptrack Aptrack,24 Juli 2021,2,"Kok yang pu saya tidak ada target iya, yang ada cuman undangan doang, padahal saya ini sudah beli hp lagi, buat akun lagi"
Zamunzam Zamunzam,5 Agustus 2021,1,"Gue seneng ada Aplikasi tiktok, sekarang gak galau lagi, apalagi tiktok bagi2 uang tunai, nonton dapat uang....😁🙏"
Anisa Sofia Triasrin,19 Juli 2021,4,"Ini aplikasi bagus banget, but sekarang error, gue kan ingin download tanpa watermark ya di.. ya itu lah kaya google masala gue tau itu salah, tapi ini ya error gitu pas ada baca terta ada masalah dari aplikasi tiktok ,, gimana bund gue sudah minta ijin ke admin buat SV tanpa watermark argghh😭"
AGUS Harun setiawan,27 Juli 2021,2,aplikasi tidak bagus
Rifky arief noer ramadhan,4 Agustus 2021,2,Aku kasih bintang 4 karena bisa membuat kouta habis cepet ditiktok ini ada video yang tidak baik ditonton orang orang...
mehdi kuy,11 Juli 2021,2,"sudah 2 hari ini aku tak masuk kerja,sudah 2 hari ini anak ku tak masuk sekolah,nasib..... Nasib"
Boba Milky,28 Juli 2021,2,karena tiktok anak saya susah belajar
Yusuf Daryanto,16 Juli 2021,2,aplikasi yang membuat tidak jadi produktif
Zulmizul Tia,4 Agustus 2021,2,"sudah beberapa hari ini entah coint tiktok ku sudah enggak bisa jalan lagi, padahal aku cuman ngarepin coin tiktok, bukan ngundang temen"
Undangan snack ❹⓿❸❷❽❽⓿❻❺,5 Agustus 2021,2,tidak seru sudah tidak ada event koin lagi
santi jias,29 Juli 2021,1,Di hari ke 4 kok tombol check in tiba tiba gak ada terus nonton video tahap 1 gak muter muter padahal dah nonton 40 menitan tolong dong bantuan
MUHAMMAD FAIZ,29 Juli 2021,4,Hai pihak tiktok saya meminta maaf sebesar besar atas tindak kesalahan saya mohon kembalikan akun saya muhammadfaiz4921. yang diblokir maaf sebesar besar. terima kasih bak.
Rimbun Gultom,22 Juli 2021,1,kenapa video saya tidak FYP
Via Fahrun,6 Agustus 2021,4,Kak aku mau beli barang ditiktok tapi pas diklik beli kok ada tulisan toko tidak tersedia pada akun anda .. itu gimana ya kak solusi
Rijef Varsi,15 Juli 2021,1,terkadang ada video yang tidak menghibur
juna Yasa,23 Juli 2021,4,aplikasi ini bagus sekali
Syarah Fauziyah Azzahra,7 Agustus 2021,1,kenapa di tiktok bak sekali video pembohongan
Dian Naela,2 Agustus 2021,4,Aplikasi sudah bagus tapi kenapa ya saya tidak bisa menambah akun tiktok saya?? Terimakasih..
Meliana Nur,25 Juli 2021,2,suka lemot video
Referral Neo ABLR82,21 Juli 2021,4,Sangat terhibur banget sama aplikasi ini memang sangat bagus. selain menghibur dapat hadia uang lagi ...
Kempu Nabi Official,8 Agustus 2021,4,"Saya dari kelas 5 SD sudah main tiktok dan saya tidak pernah bosan ,dan saya ingin mempaikan terimakasih kepada pencipta tiktok"
Mardi Alba,12 Juli 2021,1,Tolong kepada pihak tiktok saya melakukan penarikan tapi saldo gak berkurang tolong kepada pihak tiktok di proses secepat
Nur Asiah,12 Juli 2021,4,"Sejauh ini bagus, tapi tapi kalau bisa tolong ditingkatkan lagi fitur² untuk mengedit "
Kode tiktok GA82RRFCAPYZK,19 Juli 2021,4,Sangat bagus sekali saya suka aplikasi sangat menghibur dan dapat uang pula ...
Aurelia Nadine,16 Juli 2021,2,setelah update tiktok membuat hp saya lag
Dauus 86,18 Juli 2021,4,empat dulu lah.. nanti kalo sudah bak masuk duit.. gue tambahkan gue full in dah...ok bos
Wahyu wijaya,21 Juli 2021,4,"Sekarang makin susah,.. tiap mau nyelesain misi suka erorr, misi harian kadang tidak muncul, apalagi mengundang teman sering erorr."
Berry Afrian,5 Agustus 2021,4,"Saya mau bilang tiktok ini lucu...aplikasi bisa dan mengizinkan konten2 yang berbau provokasi, hujatan, berbau sara tapi tidak boleh orang berkomntar yang mirip sebagai balasan...kalo memang tidak mau orang berkomentar negatif lalu dibatasi... bahkan diblok lebih baik tidak usah mngizinkan konten 2 itu ditampilkan..."
Burungmerpati Merpati,15 Juli 2021,4,Tolong perbaiki akun saya tiba2 tidak bisa mengikuti misi harian.. mohon bantuan dari aplikasi tiktok.
FREZAM FAHRI,19 Juli 2021,4,Maaf sebelum saya kasih bintang 4 kenapa pu saya untuk fitur nonton iklan dan nonton video 30 menit kok gak ada ya
Deningshy Moe,24 Juli 2021,4,Hallo admin tiktok tolong bantu saya agar saya bisa masuk ke akun tiktok saya karena saya lupa kata sandi dan email
Carmadi Anane,20 Juli 2021,4,Bagus aplikasi sih tapi dari hasil undang teman yang ke 14 hari kok tidak dapat memproses padahal saya na ke teman saya dia aktif menonton snack video Tolong dong jangan kecewakan
Alifzalikal Alif,13 Juli 2021,4,"tiktok ini gak jelas pertama aja,, bisa dapat poin, setelah seminggu lebih kita nonton,,, gak ada poin lagi sama sekali,"
Lois Sitorus,7 Agustus 2021,4,Aplikasi ini kenapa gak bisa di download saya akun ku hangus malah sudah bak followers.
Cameliyah 990,15 Juli 2021,4,"Aku kasih bintang 3 aja lah dulu, semoga Allah SWT memperlancar kan Amin. Saya tambahkan ada 4 bintang ⭐"
Negia Gitano,14 Juli 2021,4,Ini tiktok seru banget dah karena bisa lihat video orang yang bagus dan bisa ngonten lagi 😍😍😍😍😍 dan aku kasih bintang 4
Keys Kausarillah,6 Agustus 2021,4,"Aplikasi bagus bgt dan ngehibur tapii sayang sekarang rada lag jadi keganggu gitu, mohon maaf ya tolong di kasih update an kalo ada masalah biar kami semua yang memakai aplikasi ini juga man saat menggunakan aplikasi ini🙏🙏"
Randy Syaputra,28 Juli 2021,4,kenapa orang lain gak bisa masukin kode refferal pu saya sih error mulu kenapa ini? Coba kasih tau dong
Siti syasikirani Ayu,25 Juli 2021,4,"Agak lelet dan efek kurang bagus masih agak lebih bagusan capcut kalau menurut aku ya gak tau kalau menurut kalian, aku gak bohong aku serius kadang macet² aplikasi"
Kafka Yafi sakha,22 Juli 2021,4,"Terimakasih tiktok telah menyediakan dada dan paha secara gratis, tapi bro, ngetik ngmtd aja ga boleh komen lagi anjing"
friskya putri yanti,5 Agustus 2021,4,"Bagus sih, cuman kenapa yah ga bisa report akun haters? Please mohon bantuan atau kalau bisa ada konten yang kebencian kayak gitu di takedown atau di nonaktifkan komentar. Karena kebakan anak kecil melihat dan itu tentu tidak baik. Mohon bantuan."
Fridolin Nusalama,13 Juli 2021,4,bagus sih aplikasi tapi tolong dong tiktok jangan blokir akun saya emang salah aku bikin video apa darimana kesalahan mohon diperbaiki lagi ya
Rafael Nadal,19 Juli 2021,4,"Halo semoga dijawab, saya mau ta kenapa ya di tiktok saya ketikan para pengguna tiktok yang lain gak bisa disalin ya????"
daffa hafidz,3 Agustus 2021,4,"Dulu enak, fyp random. Sekarang knp fyp saya isi berita semua tolong😭😭😭 please 7 atau 8 video aja jangan berita yang lewat fyp bosen lama"" lihat tiktok berita badminton mulu🙂🙏🙏"
Putri D.M,26 Juli 2021,4,"Bagus.............................................................. Btw yang enggak tau cara daftar aku kasih tau, 1.pencet tulisan saya yang ada di pinggir, 2.pencet daftar, 3.pencet nomor atau email, 4.lalu pilih tanggal,bulan,dan tahun kalian, 5.umur kalian minimal 18 tahun"
Khaerul Ramdani,18 Juli 2021,4,"Mohon maaf.. buat para admin.saya minta solusi,,, Diriku kan pengguna baru.. Ketika diriku daftar akun.. memang ada tugas buat memasukan kode undangan.... Tetapi belom aku pake/atau memasukkan kode undangan... Nah setelah 4 hari kemudian diriku kan ingin memasukkan kode undangan"
Her Woii,21 Juli 2021,4,Min event check-in ada in terus lah. sama menonton video jangan di batesin . Biar makin semangat lihat tiktok
putri agustin,4 Agustus 2021,4,"Saya tidak suka aplikasi ini...,''''''''''''''''''''''''''''''''-'-'-------------- kenapa lihat dibawah sudah tau bagus kenapa"
Chill Donkey,5 Agustus 2021,4,Aplikasi jelek tapi bohong aplikasi bagus banget
wawa anza,14 Juli 2021,4,Bagus banget aplikasi ''''
Sandi Sandi,13 Juli 2021,4,aplikasi dan video sangat bagus2 tapi kendala sama poin Sayakan pengguna baru dan baru bikin account tiktok dan sudah mengundang teman2 tapi poin masih tepap 0 tidak bertambah sama sekali
Nico Artadinata,6 Agustus 2021,4,"Saya kasih bintang 4 karena...... Kenapa hari ini tiktok saya jadi lag padahal jaringan saya juga bagus, saya juga sudah update. tapi kenapa tetap lag??? Mohon segera diperbaiki🙏"
GM 999,16 Juli 2021,4,Emang bagus kenapa tapi video saya di privasi padahal view dah besar kenapa di privasi min hapus lagi privasinys ff.gm999  ilangin privasi kerja sama min dari dulu ingin fyp.. Pas fyp video di privat tolong hilangin yah privasi mohon kerja sama min tolong direspon jangan di read saja yah.. ...
Aletta channel,3 Agustus 2021,4,"Menurut saya aplikasi ini sangat bagus, tapi saya minta tiktok Indonesia untuk menghapus video porno atau semacam, karna itu bisa menimbulkan dampak negatif, apalagi sekarang bak anak kecil yang sudah main tiktok, jadi saya mohon sekali lagi tolong hapus video yang berhubungan dengan 18, terimakasih�..."
Fatur Rhmn,13 Juli 2021,4,kenapa saya selalu gagal saat melakukan penarikan saldo tiktok ke dana? tolong dong segera diperbaiki
septian Raditya,19 Juli 2021,4,Kenapa saya tidak mendapatkan poin setelah teman saya memakai kode saya selama 3 hari dan 14 hari Terdapat tulisan tidak dapat memproses
Khenesya Humaira,2 Agustus 2021,4,Aplikasi ini bagus banget tapi kalau ada hacker akun kita kehack jadi tolong kalau ada hacker banned akun ya tiktok
Nata-chan,7 Agustus 2021,4,Halo tiktok- Boleh ramein akun kakak ku ngga? Kalo boleh ni akun sukakamu_201
Rachmat Setyawan,15 Juli 2021,4,"Saya kasih bintang 4 dulu karena masih ada kendala, dari bonus point dari undangan teman tidak bisa di proses.. Kalau sudah dibetulin saya tambah bintang lagi"
レイハン電話してね,14 Juli 2021,4,Aplikasi dihpku ini sangat kesal buka tiktok langsung keluar gimana sih
khayrunnisa p.a,23 Juli 2021,4,"Jelek banget tapi bohong,,,,,,, bagus banget .kenapa lihat lihat 🙈"
beachshutup,17 Juli 2021,4,"Tambahkan fitur vn di komen/chat, kirim foto/video, tambahkan darkmode di andro, tambahkan fitur tag d video, fitur edit caption, dan fitur salin link berkali"", ketika kita tidak sengaja ke refresh, tambahin fitur seperti ""apakah anda ingin merefresh?"" Gitu aja."
Siti Khodijah,5 Agustus 2021,4,"Min ini kenapa si kok tiktok jadi lag? tolong diperbaiki ya min,ku kira memoriku penuh/jaringan ku enggak bagus"
Selvie Massie,25 Juli 2021,4,Aplikasi  bagus tapi sangat lambat untuk download .buat yang tidak mau download anda akan menyesal
Sulthan T.A,6 Agustus 2021,4,kenapa tiktok akhir akhir ini kok lag patah patah. orang lain pun merasa begitu juga mohon diperbaiki 🙏
19_ Putu Mutiara,3 Agustus 2021,4,"Menurut saya aplikasi ini bagus digunakan, jika kita menggunakan secara bijak dan juga sesuai umur"
