Nama,Tanggal,Rating,comment
Jamri Franseda,5 Januari 2021,5,terimakasih
iRangga Channel,31 Mei 2021,1,kalo event belum selesai jangan suka di ubah tidak jelas ini aplikasi
Rafi Matahari,#############,1,Jelek sekali
Fuad Hadi,6 Maret 2018,5,Seru juga
Pengguna Google,12 Maret 2018,5,Good job😉😘
BJB tv,13 Juli 2020,5,Sangat menyenangkan bermain tiktok melepas penat
Pengguna Google,#############,5,Keren
Pengguna Google,4 Juni 2018,5,Sayangkan banget
Andre William,4 Mei 2021,5,bingung mau berkomentar apa
Is new,4 Februari 2020,5,Suka
Pengguna Google,#############,5,Bagus banget kameranya
Pujiati Ngawi,1 Januari 2021,5,Permainan ini jelek tapi bohong
Ade Ade,3 Juli 2020,5,tiktok
Yanuar Himawan,14 Oktober 2020,5,sangat bagus
Andrian Faturahma,20 Juli 2019,5,good bagus ok
SRI PUJI ISMAWATI,#############,5,Suka ini
Erlin Sandi,4 Agustus 2020,5,Keren
Ratu Ratu,#############,5,Bagus
dita anjarwanto,3 Juli 2021,1,semakin lama semakin sulit
saskia Perdian,#############,5,Aku suka
REFA,#############,5,Aplikasi ini sangat bagus tapi saya enggak pernah fyp
Ahmad Fajar,18 April 2020,5,sangat bagus tapi pengunaan paketnya kurangin dikit
Asran Labea,#############,5,Bagus
Denty Permata sari,9 Januari 2021,5,Bagus banget Aplikasi nya
widodo suharjo,#############,5,Sangat bagus
Andriani Andriani,16 Juli 2020,5,Aku mohon kalian mendownload ini jika tidak kalian meyesal
muhamad adam123,26 Juli 2020,5,keseluruhan sudah bagus tetep buat saya nyaman dengan saya menggunakan tiktok makasih😍
Samsung Subang,3 Oktober 2020,5,Kasih bintang 5 aja
Aditya Pratama,30 Mei 2018,5,Suka bagus banget
Abizar Mahardhika,#############,5,Suka sekali.... penghilang bete
Silvia Kennan,#############,5,Sangat suka di pakai untuk hal yang positif alhamdulilah. Semoga bisa memberikan hal yang bisa membuat kalian terhibur
Pengguna Google,4 Februari 2019,5,bagus banget
Pengguna Google,13 Oktober 2018,5,Sangat membantu
Utary Dwi04,#############,5,Bagus banget
Pengguna Google,28 Mei 2018,5,Keren menghibur
Yan Syaifydin,#############,5,bagus banget makasih ya😊
Rijal Ijal,#############,5,Ok
Pengguna Google,18 Maret 2018,5,Bagus banget 😍😍😍
Mecka Nea,#############,1,aplikasinya jelek banget...
Pengguna Google,#############,5,Bagus banget
Pengguna Google,7 Mei 2018,5,Ini sangat seru
Darwin Fauzi,6 April 2020,5,Bagus
Pengguna Google,24 Juni 2018,5,aku suka lagunya
Pengguna Google,11 Juni 2018,5,Cukup menyenangkan
Bobon Rukmana,#############,2,Saya mau nanya titok enggak ada yang lucu
kadek dwi,19 Juli 2018,5,Suka tiktok😘
nia syriyusniati,22 Juli 2020,5,Seru banget
rere ane,16 Januari 2021,5,Pastinya
Muhlashamid Ahmadpabbari,21 April 2020,5,Karna EXO download Oh Sehun punya tiktok
Pengguna Google,#############,5,yes
Fitria Permana sari,#############,5,tiktok
sarip Lumu,9 Mei 2020,5,praktis emang
Bejo Ashar,24 Juni 2018,5,Sangat bagus
Royan GAMING,#############,5,I like this
Abiyyu bintang Haidar,#############,5,Bagus 👍
Septa Jidan,#############,5,Mantap
Rina Setyowati,#############,5,Aplikasinya bagus sekali
Pengguna Google,23 Maret 2019,5,sangat bagus
Ilman Khakima,26 Juni 2021,1,tidak tahu ingin kasih bintang satu aja
Along Ore,#############,5,Bagus banget👉👍👍👍👍
Gluntung boy,#############,5,Asli
Widya Wati,#############,5,Cakep😎
Audrey Zanza,4 Maret 2020,5,pokoknya harus download
Bojong 123,5 Oktober 2021,1,nyesel download tiktok sudah banyak koin eh malah di blokir koinnya permanen
Muhammad Althariq Nurjati,11 Januari 2021,5,Mantap
Sri Kurniwati,10 Maret 2020,5,Suka banget
JERI PRATAMA,4 Februari 2020,5,Top
Jopia Alfariski,11 Januari 2021,5,Bagusnya tidak kaleng kaleng
memed gaming,#############,5,Suka
sifah fauziyah,#############,5,aplikasinya bagus
Pengguna Google,24 April 2018,5,Bagus banget
Aulya Hayatunufus,22 Oktober 2020,5,ini seru banget
Jefri 1234,#############,5,Mantap betul
Pengguna Google,4 Juni 2018,5,Keren banget
indra alfaru,18 Juni 2020,5,bagus
Theo Chandra,22 Juni 2021,1,Aku benci kamu tiktok kamu mebanned semua BOCIL di sana tanpa alasan Ini aplikasi harus di banned selamanya
xowadd 12,16 Oktober 2020,5,mantap
Dilaa,4 Oktober 2021,1,tidak jelas aplikasinya kalau upload lama banget
ahmad aan,27 Mei 2020,5,tiktok ini paling bagus
Norma Nort,19 Oktober 2020,5,Bagus banget..
Rasya Rizki,9 Januari 2021,5,Bagus banget
lavlita prita prita,27 April 2020,5,Main tiktok itu asik
Dewi Triasih,9 Maret 2021,1,Kenapa fitur nya tidak dapat di download?? Hanya di 0% terus Aduh
dandi brebetd,#############,5,Sangat bagus
Leptop Cpu,#############,5,aplikasinya jelek banget tapi bohong kalian harus download karena aplikasinya bagus banget
Chicken Id,4 Agustus 2021,1,aplikasi perusak bangsa
rahmaditya adindas,12 Januari 2020,5,Bagus aku suka buat video
Michella Tampinongkol,8 Agustus 2019,5,aplikasi yang keren
Pengguna Google,22 Mei 2018,5,Bagus banget
kajian chanel,19 April 2020,5,Top
NENDER FF,2 Juni 2019,5,kasih bintang 5
Frida Christina Konduwes,#############,5,Bagus
Her Ballon,17 Juli 2020,5,Oke
Lesnawati Rachmand,2 Juli 2020,5,Sangat menghibur
Zetty Andinii:v,15 April 2020,5,Iya bagus
Salleang Cs,7 Agustus 2020,5,Bagus banget
Supandri Anang,#############,5,Bagus
Nasya Aina,2 Agustus 2020,5,Bagus tiktoknya saya suka
Iis Muliyati,3 Agustus 2020,5,Bagus
Pety Rospianty,4 April 2020,5,Aplikasi tiktok ini bagus
Wahyudin Indra,18 Oktober 2021,1,Banyak yang umbar aurat
Fuji Anugrah,18 Maret 2020,5,Keren
Pengguna Google,21 Juni 2018,5,Bagus banget keren.. tapi aku ingin dapat following banyak dan like
SAFA ZOYA OFFICIAL,2 Mei 2020,5,Sangat bagus
Pengguna Google,#############,5,Bagus
Pengguna Google,21 Mei 2018,5,Lucu dan menyenangkan
Pengguna Google,3 Oktober 2018,5,Bagus
Pengguna Google,27 April 2018,5,Keren banget
Salwa Lathifah,#############,5,Bagus
Firman Syah,16 Januari 2021,5,Mantap
Animerock me,1 Juli 2021,1,Tidak direkomendasikan
Andikacatur Prasetyo,#############,5,Sangat bagus
Quinsa Adelia Bilbina Putri -,14 Maret 2020,5,Bagus
Pengguna Google,#############,5,Luar biasa tiktok
Nur hayati Nur,24 Oktober 2019,5,Bagus
Cici Natasya,#############,5,Aplikasi ini bagus ya
Indah meydayanti,#############,5,Penghibur banget sih😆
Nurul Fatihah Utami,#############,5,Good aplikasi
Bagas Tri,12 Juni 2019,5,aplikasinya bagus kok tapi aku belom download
Mama Warti,13 April 2018,5,Bagus banget
vivi bin imron,#############,5,Hiburan tanpa batas👍
yuniar Maghfirani,#############,5,Apa lagi jelek banget?????tapi bohong aplikasinya bagus banget
Nurul Hidayah,20 Oktober 2020,5,Bagus
Aris,7 Juli 2019,1,tolong diteliti lagi tiktok yang berbau porno
Nadhifa Aulia,8 Oktober 2020,5,"menghibur banget sih, jadi bisa bolos daring"
anggi hanna,#############,5,Seru dan tidak bosen
Karina Diana,9 Maret 2020,1,tiktok aplikasi goblok
Iwan septiawan,14 Juli 2019,5,The best banget lah
salis solikhatun khalimah,21 Juli 2020,5,Saya suka
Mamat DJ,#############,1,Sumpah jelek banget
Pengguna Google,#############,5,Aplikasi yang sangat bagus
Pengguna Google,#############,5,Terbaik
Azam Putra,#############,5,TikTok Bagus
Diego 123,28 Maret 2020,5,Karena bagus
Pengguna Google,2 Maret 2018,5,Bagus banget yang enggak download pasti nyesel
Salzha Zhlnty,#############,5,Sangat menarik
Anak Kampung,2 Januari 2020,5,keren
Pengguna Google,15 Mei 2018,5,Bikin otak fresh
Rachman Channel,3 Januar 2021,1,biasa aja
siti royanti,#############,5,Bagus Banget😂
krispianus Dakosta,#############,5,Keren😍
Ade Mulia,19 Juni 2020,5,Aku suka banget
Sri Retno,#############,5,Ok
Pengguna Google,#############,5,Sukak sekali
Fedri Adrian,#############,1,aplikasi menyesatkan
Jeni Blink,#############,1,Woy tiktok!! Saya sudah 5x lebih post tapi tetap tidak bisa !!😡😡😡 keluar terus dari aplikasi!! Tolong diperbaiki
Leo Agung Leokingjava,#############,5,Sip
Zaccheo,#############,1,jelek
Ryka Badriya,2 Agustus 2020,5,Makasih buat tiktok
Selindion,1 Mei 2020,5,Yes
Abdul Rojak,#############,5,Senang
Zulkifli Yahya,#############,5,Mantap
Jelita Clara,31 Mei 2020,5,Bagus
Hanysa Fauzy,#############,5,Bagus😍✌
Palam Pilu,#############,5,Ok Ok
arkan wiratama,#############,5,Bagus
Dhaffa Nathan,#############,1,"Ngelag terus, gimana sih mau daftar juga tidak masuk"" gimana sih padahal jaringan stabill"
ianggra 31101994,2 April 2018,5,good
Yudhisttira Yudhis,7 Juni 2020,5,Menarik dan menyenangkan
Pengguna Google,3 Mei 2018,5,Seru.... Banget
eka rose,#############,5,tiktok itu bagus sekali
Al-ishlah yayasan pendidikan,5 Maret 2020,5,Ok
Pengguna Google,29 Juni 2018,5,tiktok
Rahayu Rara,#############,5,B aja
Arya Sheva Bagaskara,3 Juni 2019,5,Bagus
nur Aksa,#############,5,Mantap
SALSABILA Lala,17 Mei 2019,5,mengasyikan bermain tiktok jadi betah
Pengguna Google,5 Juli 2018,5,"kenapa harus di blokir?aplikasinya kan gak salah yang salah itu penggunanya kalok penggunya bisa bijak pakainya aplikasinya mah bakalan baik2 aja,semua itu balik lagi sama penggunanya masing2"
Sri Sulyani,#############,5,I like it
Pengguna Google,11 Juli 2018,5,kameranya ko blur
MUSA Ali,#############,5,Aplikasi ya bagus banget aku suka
Pengguna Google,#############,5,Suka sekali
deolova purba,27 Oktober 2020,5,Saya senang
Nuri Hernalisa,30 Juli 2020,5,Bagus baget
Nazmi nadif chanel,#############,5,Bagus
Shinta Maya Sari,10 Maret 2020,5,Bagus keren good 👍
Riis Wanto,3 Juni 2021,1,aplikasi mulai error
Satrio Wijatmiko,22 Oktober 2021,1,Aplikasi Rasis
Amalia Nurul,11 Juni 2021,1,Goblok
Wawan Celle,#############,1,error terus
Tri Antono,Tri Antono,1,Busuk
Gamers K B,#############,5,NICE
Nuril Hidayat,25 Juni 2021,1,tidak asik
Idi Unsu,#############,5,Aku senang banget dengan aplikasi ini follow akun aku yang baru namanya fani22062007
Andika Pratama,16 Oktober 2020,5,Bagus
Lenna Silaban,16 Juni 2020,5,Sangat baik
Vijae alora,18 Juli 2021,5,ok
Siti Nur Wahdaniyah,24 April 2018,5,Tiktok yang terbaik
Wizdhan Mufadzhal,4 Oktober 2020,5,lumayan bang tiktok nya
Yandi Nugraha,#############,5,Bagus
Fajar Maualana,#############,5,Bagus
Roi Nurzaifudin,19 Mei 2021,1,Ga mutu
Indirahma Arista,22 Mei 2021,2,"Maaf ya tiktok aku kasih bintang 2 dulu,kalo sudah ada fitur dislike&voice note di coment nya baru aku kasih bintang 5, bintang100000 aja"
Huaĺa remkkk,14 Juli 2020,1,Anjing
Ana Ana,18 Oktober 2019,5,Bagus
Pengguna Google,10 Maret 2018,5,Suka
Yani Yani,#############,5,Tiktok keren
Felix Ananda,#############,5,Good aplikasi
Finsa septia Putri,#############,5,Bagus banget
Dini desni Dinanti,#############,5,Bagus
Serly Sandika,#############,5,aplikasi ini sangat memuaskan
kiki nazwa nurhafiza,6 Agustus 2020,5,Ok banget
tiktok viral,9 Juli 2021,1,biasa aja
Pengguna Google,#############,5,Sip
fitri setiawati,#############,5,Bagus
Mayang Amida,#############,5,Bagus banget komplit
Corryna Alibasyah,#############,5,Keren..
Ani Zidan,2 Januari 2020,5,Bagus
Dodi Prastiawan,14 Oktober 2019,5,terbaik
Abinaya Rafa,17 Maret 2021,1,aplikasi pembawa dosa
Fadel Mubarak,#############,5,aplikasi ini sangat bagus aplikasi ini bisa menghibur kita Semoga kalian install ya....
Sarah Putri Angelina,#############,5,Sangat bagus
Turmudzi Aa,21 Mei 2018,5,Bagus aplikasi ya
Inengah adi wiguna,4 Juli 2019,5,aku suka
Fauzan gemer,19 Juli 2019,5,siap
I nyoman Jelantik,#############,5,Bagus banget.....bisa menghiburr🏁😃😃
Sampah Masayrakat,#############,1,tidak menarik
Isna Wati,2 Maret 2020,5,"Menyenangkan, pokoknya bikin happy😍😘😘😁"
Kang Kudas,11 Juli 2020,5,Banyak video yang lucu lucu so aku suka sama aplikasinya
Diah Marsya,#############,5,seru banget
UNIQUE,17 Juli 2020,5,Semakin keren dengan segala kreasi2 anak bangsa
Pengguna Google,#############,5,tiktok ini sangat bagus sekali 1000%
Eka Cahyadi,31 Mei 2018,5,Saya suka sekali
Moza Febrita,#############,5,Bagus
Azka Dina,#############,5,aplikasi bagus
Udin Nicolai,11 April 2020,5,Aku suka
Zainal Takim,25 April 2020,5,"Bagus, bagus, dan bagus"
Niketutdewik Arthaningsih,12 Juli 2020,5,Sangat menyenangkan
Naufal Al syakib,25 Oktober 2020,5,Tiktok ini sangat bagus Awalnya saya kasih bintang 2 tapi beberapa bulan kemudian saya sudah tertarik dengan tiktok ini makasih ya sebelum nya
Pengguna Google,3 Mei 2018,1,jelek banget
alif utama sasongko,4 Juni 2018,1,aplikasi tolol
Pengguna Google,6 Agustus 2018,5,tiktok kok di blokir
Salsabila Azzahra,27 Juni 2020,5,Sangat bagus
Alby Tsanialfachri,7 Oktober 2020,5,Seru baget
Ik1 gaming,1 Juni 2019,5,mantap kali
Pengguna Google,25 Mei 2020,1,Kenapa suka keluar sendiri
Maria77 Mt,#############,5,Mantap menghibur
gonzales hilton,4 Agustus 2020,5,Sangat bagus
Pengguna Google,17 Juli 2018,5,Aplikasi yang keren
Pengguna Google,6 Oktober 2018,5,Good
FF. FATT,2 Januari 2021,5,aplikasi nya jelek tapi bohong
agitha channel,#############,5,"Hai my name i's Sabrina anatasya for Indonesia oke,jadi aku suka banget tiktok ini karena aku selalu bikin konten tiktok nya follow tiktok namanya agitha and asyifaku ya oke godd bye asalamualaikum"
Valentino Nio,3 Mei 2020,5,Seneng banget sama aplikasi tiktok jadi hiburan keluarga😇
Pengguna Google,10 Juni 2018,5,Lucu banget
Mega Baby,#############,1,Jelek
Muhammad If Ra,26 Juli 2020,5,Dear TikTok.saya muhammad rhobit memberikan bintang lima kepada aplikasi ini semoga anda bisa terus membuat saya nyaman dan senang bermain aplikasi ini. Terimakasih😍
Pengguna Google,16 Juli 2019,5,"keajaiban tiktok,, ""hati sedih jadi bahagia "" "" dapat pacar baru"" ""jadi selingkuhan 🤣"" "" banyak teman "" "" tambah kreatif "" "" banyak orang gila baru"
anisa Chanel,31 Mei 2020,5,Aplikasinya bagus banget
Pengguna Google,5 Maret 2019,5,luar biasa
dila sri,21 Januari 2021,1,Jelek banget
AFGAN_GAMER INDO,#############,5,Saya senang karena adanya tiktok Buat mengibur semua
Farah nella Oristya fanni,29 Mei 2020,5,aplikasi ini sangat bagus dan dapat menghibur semuanya
Pengguna Google,23 Juni 2018,5,Assalamuallaikum saya suka dengan aplikasi tiktok ini.
My Oficial Youtube,#############,5,Aku suka sekali
Qisdah Chanel,23 Juli 2020,5,The Best😍
Nabila Dinda,13 Mei 2018,5,Sangat menghibur
Carin,8 Juli 2020,5,Bagus banget
Dilah Dafin Dafin,19 Januari 2018,5,Keren
Recka Azhari,#############,2,"Di tiktok shop saya tidak bisa buka keranjang kuning, jadi tidak bisa milih"" barang yang ingin dibeli, itu kenapa ya ? Minta tolong di cek Terimakasih"
bandung berniaga,18 Juni 2020,5,tiktok asik banget loh
Amira Ira,7 Maret 2020,5,Bagus
Vito Jaya,#############,5,Mantap
Valen Tino,12 Maret 2018,5,Seru tiktok
Pengguna Google,24 Maret 2019,5,aku sangat suka dengan tiktok
Paijo Paijo,#############,5,Mantap bila dapat bintang ini
Nadia permata,9 April 2020,5,Oke
RONNY NATION,26 Juni 2020,5,sangat bagus
dedi.hairani Hairani,6 Januari 2019,5,aplikasi tiktok sangat bagus...seru pokoknya.. tidak membosankan
Gugun Gunawan,17 Mei 2020,5,Tiktok bagus banget☺
Pengguna Google,9 Mei 2018,5,Aku suka dengan tiktok
Iqram 2005,28 April 2020,5,Bagus
jeon jihan,21 April 2019,5,ternyata tiktok memberi saya inspirasi bagus tiktok
Turok Mato,8 Juli 2019,5,kalian harus download bagi yang belum pasti nyesel
arab pulsa,7 Mei 2020,5,sangat bagus
Sausan NK,#############,2,Aku sudah 19 tahun tapi video aku disuruh hapus gara - gara belum memenuhi syarat wtf
Nazier Putra,#############,5,Nice aplikasi
Pengguna Google,7 Juni 2018,5,pokoknya bagus
Yusril Arfan,#############,2,Tolong perbaiki troli belanja. Tidak bisa terbuka dan selalu memuat...
Kama ruddin,11 Januari 2021,5,Mantap
Asyifa Libralia,#############,5,Anak tiktokk check
armin freder,#############,5,Puas
Gass Famzz,19 Maret 2020,5,Keren
Yoni Puspalingga,17 Maret 2020,5,sangat bagus
Ahmad Yahya,16 April 2020,5,Saya suka aplikasi ini👍
Eka Lufia,#############,5,Good🖤
Anang Sandi,#############,5,Keren
Alfino Azriel,#############,2,Aku pencet malah akun ku hilang tolong di perbaiki yah
Sifa Hafiza,#############,2,Saya kasih bintang 2 karena saya tidak suka banget sama tiktok
Malika Febrianti,27 Oktober 2019,5,Good
Mazaya Ayi,#############,2,Aplikasi jelek
Fahkrul Rozi,#############,5,tiktok 👍
siskah 305,12 Oktober 2019,5,Tiktok teman saya yang selalu ada untuk saya ketika bosan saya juga sudah mempunyai followers yang cukup banyak terimakasih tiktok
Afiat Ashari,13 Mei 2018,5,Aku suka banget
Alvian Burhan,#############,2,Aplikasi Jelek
Pengguna Google,3 Juli 2018,5,Bagus sekali
Pengguna Google,26 Mei 2018,5,Game yang enak banget
Wulandari Marsya,#############,5,Saya sangat suka
conan defi,#############,2,tolong benerin TikTok nya dong aku mau buat video
Pengguna Google,#############,5,Transisi sama slow motion aku jadi keren 👌👌🤘🤘😇
Yully Veronica,#############,5,Mendapatkan sesuatu yang Baru jadi hiburan di jam kosong
Dewi penyebrangan tabanggele Yanti,4 Juli 2020,5,Mantap
Emmank Emmank,14 Juni 2020,5,aplikasi ya bagus banget
amudin pancenoye,#############,5,Aplikasi ini bagus sekali
Ambar Wati,13 April 2019,5,tiktok nya bagus sampai aku kasih bintang 5
HACKER Berbahaya,23 Juni 2020,5,Berkerja
Muh Taufiq,28 April 2019,5,bagus banget ya
jesita damanik,#############,5,Iya
Ari Wahyudi,#############,5,sangat bagus
Sefti Febrianti,21 Mei 2020,5,Spektakuler
Pengguna Google,#############,2,Banyak kemaksiatan (tapi tergantung penggunanya)
stori wa,21 Juli 2020,1,tolol
Nacha Aja,6 Oktober 2020,5,Saya kasih bintang 5 kalau tidak bagus tidak akan saya kasih lagi bintang 5
Fitriani Amandari,#############,5,aplikasi nya bagus bnget
Doyan Kuliner,16 Oktober 2021,2,Aplikasinya buruk sekali menghabiskan kouta saya
Muhammad Izzu,10 Juli 2020,5,Seru banget tiktok nya bikin happy😄😄
harem rahat,#############,5,Bagus
azril safrili,#############,1,tiktok tidak jelas
Khanaya Salshabilla,#############,5,"Suka, ada hiburannya. Ada pengetahuannya dan ada banyak hal baru yang aku lihat di aplikasi ini😇"
Winda Winda,11 Januari 2021,5,Jangan Ada Yang download Aplikasi Ini Aplikasi Ini jelek banget tapi bohong
Airlangga Arya,#############,2,Isinya makhluk yang lebih bodoh daripada monyet
min haj,7 Agustus 2020,5,Bagus. Sekali
jeenie,13 Januari 2021,1,Tidak bagus
Adam Putra Syahranu,#############,1,"Akhir akhir ini kenapa tiktok sangat lemot sekali, kondisi sinyal bagus dan sudah update, saat play video ngelag"
Michelle Adi,19 Maret 2020,5,Saya senang karena dapat melihat video video keren
Pengguna Google,6 Juli 2018,5,Aplikasi ini bagus
Justiani Juan,#############,5,saya suka aplikasi ini
Wendy,31 Oktober 2020,5,aplikasi Ya bagus😍😜
Zulfa fawwazcraft Zulfa,#############,5,"Saya Zulfa anggraini memberikan bintang lima ke aplikasi ini, semoga saya nyaman, senang, bermanfaat buat saya saat menggunakan aplikasi ini. Terimkasih"
Anto Indramayu,26 April 2018,5,Saya senang sekali
Aan Tlajung,10 April 2020,5,Iove
Khulatul Lutfiyah,#############,5,Aku sudah tahu kalau aku sudah suka dengan tiktok
Nurul Nurizki,#############,2,lag terus aplikasi nya tidak bisa di buka
Pengguna Google,21 Maret 2018,5,nice
Andi rini A.syahrini,#############,5,Assalamu'alaikum nama saya andi rini aku kasi bintang lima karna aku suka tiktok
Saka Saka,7 Agustus 2021,1,"Aplikasi lawak, saya baru saja lihat YouTube aplikasi penghasil uang ketemu ""tiktok"" katanya legit, membayar, no scam. Kenyataan nya TIDAK saya baru download pakai link dan daftar suruh masukin kode dapet Rp 7000 tidak bisa2 malah di bilang penipuan kontrol, maksud nya gimana saya aja main tiktok tidak pernah sama sekali, masa tidak bisa masukin kode, APLIKASI ANEH SCAM CUMA MAU BANYAKIN PENGGUNA DOANG TAPI DENGAN CARA NIPU, Dengan video / konten2 yang di dalamnya fulgar semua. TOLOL"
Anak Epep,7 Agustus 2021,1,aplikasi tidak jelas terkadang ada konten penipuan
Uus Simala,7 Agustus 2021,1,Saldo 2jt aku selalu gagal buat di tarik.. Hp xiomi ku dah ga bisa masukin referal dan nonton video lagi ... Makin kesini makin susah ... Group penghasil uang tiktok bubar ... Mohon kembalikan seperti dulu ...
Ensiklopedia Musik,8 Agustus 2021,1,"HALO , gimana pihak tiktok, masak mau penarikan saldo Tidak juga masuk dari kemarin padahal Saya lagi butuh banget, Tolong dong kejelasannya, Susah payah undang orang, tapi giliran mau penarikn saldo tidak masuk2 tolong perbaiki lagi, supaya pengguna tidak kapok, Cuma nonton orang joget enggak jelas kenapa Lebih tertarik dengan hasil iming2 dari tiktok kalau masih tetep seperti ini yaaa lihat saja si enggak bakalan lama lagi aplikasi, kek dulu lagi bakalan"
Lisa maiyuli8,7 Agustus 2021,1,"Tolong ya video giveaway atau bagi2 uang di blokir aja ,makin banyak aja orang yang jadi pengemis, sama komentar dihilangkan aja biar enggak ada netizen yang jahat komen nya biar enggak bikin malu sama tulisan busuk netizen, demi nama baik di Indonesia"
Ayu oktavia Ningrum,7 Agustus 2021,1,"kalau emang aku ada tidak tertarik sama tagar di konten orang, ya jangan dimasukin lagi. aku sudah blok orang yang pake tagar itu. tapi kenapa yang lain masuk? tiktok kenapa sih? aku tidak suka kapal itu ya jangan dimasukin lagi ke fyp."
Ag Motor,27 Juli 2021,1,Aplikasi buruk sama tidakseru Apa lihat lihat sudah di bilang aplikasi nya buruk sama tidak seru
Darius Harasi,6 Agustus 2021,1,"Makin lama tiktok makin kayak sampah, apaan masukin kode tidak bisa, gagal mulu, keluar penipuan mulu, emang nipu darimana Malah sekarang masukin kode tidak bisa hilang Kan lumayan uang 7000 buat nambah"
Muhammad Rizki,18 Juli 2021,1,"Bismillah.. Jangan Download aplikasi ini.., jika kamu tidak bisa mengontrol dirimu. Di aplikasi ini, banyak konten konten negatif. Ketahuilah Setiap Raja mempunyai larangan, dan larangan Allah adalah, hal hal yang diharamkan nya. Awal awal tidak dosa, tapi lama kelamaan mendekati dosa. Tambah lama menjadi dosa jariyah"
Park Jimin,7 Agustus 2021,1,Hei kalau bikin aplikasi yang bener ini enggak. Kalian ya dari pihak tiktok seharusnya harus Lebih memuaskan para pelanggan kalian kalian juga harus selalu berpartisipasi supaya kalian terus maju. Coba lihat likee mereka selalu saja meningkatkan terus aplikasi mereka supaya para tamu para tamu di laci itu menjadi lebih nyaman Kalian juga harus tingkatkan juga dong supaya para tamu juga nyaman dengan aplikasi tiktok hanya ini saja wassalamualaikum warahmatullahi wabaraka bye see you
Eita Xaviera,15 Juli 2021,1,"Tiktok kenapa? Hadiah undang teman kenapa ""tidak dapat memproses""? Juga, kenapa misi menonton video saya hilang? Kenapa cuma ada misi undang teman? Dipikir saya mudahkah cari pengguna baru? Susah buat orang yang tidak terkenal kaya saya . Misi nonton video balikin lah, dikit"" juga lumayan walaupun cuman 7000 point sehari"
TIS YANA,7 Agustus 2021,1,"Maaf admin yang terhormat, kenapa sekarang susah memasukan kode undangan? Jangan di persulit biar pengguna tiktok semakin banyak, kalah bersaing seperti SNACK VIDEO"
Dian Mardiana,5 Agustus 2021,1,"Nyesel banget sudah instal aplikasi ini. Cuma ngabisin kuota. Iming"" ada event undang temen tapi masukin kode aja susah error trus. Aplikasi penipu."
nira lailatulisa,4 Agustus 2021,1,Please dong pulihkan akun aku Kasih aku satu kesempatan buat hapus2 video ditiktok aku.. tidak tahu kenapa akun tiba2 diblokir tidak jelas banget si aplikasi. akun ku juga digembok padahal.. pulihkan dulu baru aku kasih bintang 5 Awas aja data2 ku disalahgunakan
Rizky Okta,7 Agustus 2021,1,"Untuk aplikasi ini, Saya baru beli coin 350 tapi tidak masuk coin nya, Untuk aplikasi Tiktok tolong perbaiki lagi untuk pembelian coin nya, Kami telah rugi 75k"
Dani Yati,31 Juli 2021,1,Bagus banget TAPI bohong aplikasi INI JELEK KARENA BANYAK KAUM PEREMPUAN YANG MENYEBAR AURAT YANG HARUS DITUTUP
kurnia cwantwix,15 Juli 2021,1,"Dulu saya sepakat anak saya aktif di tiktok, anak bisa mengembangkan bakat dan imajinasi disini. Tapi sekarang, rasanya ingin saya hapus aja aplikasinya. Sama sekali tidak pantas untuk semua kalangan. Banyak konten pornonya. sudah saya laporkan, tapi tanggapannya malah ""tidak melanggar panduan komunitas kami"". Tanggapan macam apa itu.. sudah jelas2 konten yang saya laporkan itu porno semua. Harap ditinjau ulang. Saya berharap semua konten porno di banned, biar kami selaku orangtua nyaman ketika anak2 kami bermain tiktok"
Percoken Indra,5 Agustus 2021,1,"Tidak jelas system panduan komunitasnya, katanya tidak boleh upload yang berbaur kejahatan, kekerasan dan konten sexsual. Tapi banyak yang masih banyak konten yang menonjolkan t*t*k dan m*m*k masih aman2 aja. kok tidak dihapus, saya yang upload video biasa2 aja di hapus dan dibanned kontol. Konsisten dong kalo bikin peraturan jangan setengah2. Payah 👎 tajam kebawah tumpul ke atas."
HARDI ARDIANSYAH,25 Juli 2021,1,Admin TikTok yang SANGAT tidak kompeten saya rasa. kerjaan nya nge Blokir akun akun yang dilaporin pihak tertentu dengan alasan melanggar panduan ... harusnya admin TikTok bisa membedakan mana konten yang melanggar mana konten yang tidak disukai karena selera orang... karna dilapangan banyak sekali konten yang sama malah tidak di blokir? malah menurut saya jauh lebih fullguard ???? semoga admin tiktok BACA
Iklas Sabar,6 Agustus 2021,1,"Jangan tergoda dengan bonusnya itu semua hanya 0 besar alias bohong. Event nonton video, cek in, masukin kode undangan semuanya pada tidak bisa. Mereka cuman mengambil keuntungan dari kita ketika download aplikasinya di playstore"
Sadam Yusron,6 Agustus 2021,1,"Aplikasi penipu iming iming ada event ngundang temen,, dapet hadiah,, tapi nyata nya pas mau ngundang,, malah ada bacaan error tidak lolos.. Tolong buat pihak playstore ditindak."
Nissan Skyline,#############,2,Ngelapor pornografi tapi tidak mempan
Ella Nor elaa,6 Juni 2021,5,Aplikasi tiktok ini sangat bagus dan bisa menghibur.😀
Nick Fashion Store,8 Juli 2021,5,"sudah lama sih menggunakan aplikasi ini cuman sering masuk kleuar, cuman yang jadi pertanyaan ,gimna iya & menggunakan aplikasi apa gitu biar kita bisa editin video yang kita bikin ditiktok bisa dislow gitu"
Lindasari Lindasari,20 Juli 2021,3,Sangat membantu
