comment,Label
Di hari ke 4 kok tombol check in tiba tiba gak ada terus nonton video tahap 1 gak muter muter padahal dah nonton 40 menitan tolong dong bantuan,Negatif
Hai pihak tiktok saya meminta maaf sebesar besar atas tindak kesalahan saya mohon kembalikan akun saya muhammadfaiz4921. yang diblokir maaf sebesar besar. terima kasih banyak.,Positif
kenapa video saya tidak FYP,Negatif
Kak aku mau beli barang ditiktok tapi pas diklik beli kok ada tulisan toko tidak tersedia pada akun anda .. itu gimana ya kak solusi,Positif
terkadang ada video yang tidak menghibur,Negatif
aplikasi ini bagus sekali,Positif
kenapa di tiktok banyak sekali video pembohongan,Negatif
Aplikasi sudah bagus tapi kenapa ya saya tidak bisa menambah akun tiktok saya?? Terimakasih..,Positif
suka lemot video,Negatif
Sangat terhibur banget sama aplikasi ini memang sangat bagus. selain menghibur dapat hadia uang lagi ...,Positif
"Saya dari kelas 5 SD sudah main tiktok dan saya tidak pernah bosan ,dan saya ingin mempaikan terimakasih kepada pencipta tiktok",Positif
Tolong kepada pihak tiktok saya melakukan penarikan tapi saldo gak berkurang tolong kepada pihak tiktok di proses secepat,Negatif
"Sejauh ini bagus, tapi tapi kalau bisa tolong ditingkatkan lagi fitur² untuk mengedit ",Positif
Sangat bagus sekali saya suka aplikasi sangat menghibur dan dapat uang pula ...,Positif
setelah update tiktok membuat hp saya lag,Negatif
empat dulu lah.. nanti kalo sudah banyak masuk duit.. gue tambahkan gue full in dah...ok bos,Positif
"Sekarang makin susah,.. tiap mau nyelesain misi suka erorr, misi harian kadang tidak muncul, apalagi mengundang teman sering erorr.",Positif
"Saya mau bilang tiktok ini lucu...aplikasi bisa dan mengizinkan konten2 yang berbau provokasi, hujatan, berbau sara tapi tidak boleh orang berkomntar yang mirip sebagai balasan...kalo memang tidak mau orang berkomentar negatif lalu dibatasi... bahkan diblok lebih baik tidak usah mngizinkan konten 2 itu ditampilkan...",Positif
Tolong perbaiki akun saya tiba2 tidak bisa mengikuti misi harian.. mohon bantuan dari aplikasi tiktok.,Positif
Maaf sebelum saya kasih bintang 4 kenapa pu saya untuk fitur nonton iklan dan nonton video 30 menit kok gak ada ya,Positif
Hallo admin tiktok tolong bantu saya agar saya bisa masuk ke akun tiktok saya karena saya lupa kata sandi dan email,Positif
Bagus aplikasi sih tapi dari hasil undang teman yang ke 14 hari kok tidak dapat memproses padahal saya na ke teman saya dia aktif menonton snack video Tolong dong jangan kecewakan,Positif
"tiktok ini gak jelas pertama aja,, bisa dapat poin, setelah seminggu lebih kita nonton,,, gak ada poin lagi sama sekali,",Negatif
Aplikasi ini kenapa gak bisa di download saya akun ku hangus malah sudah banyak followers.,Negatif
"Aku kasih bintang 3 aja lah dulu, semoga Allah SWT memperlancar kan Amin. Saya tambahkan ada 4 bintang ⭐",Positif
Ini tiktok seru banget dah karena bisa lihat video orang yang bagus dan bisa ngonten lagi 😍😍😍😍😍 dan aku kasih bintang 4,Positif
"Aplikasi bagus bgt dan ngehibur tapii sayang sekarang rada lag jadi keganggu gitu, mohon maaf ya tolong di kasih update an kalo ada masalah biar kami semua yang memakai aplikasi ini juga man saat menggunakan aplikasi ini🙏🙏",Positif
kenapa orang lain gak bisa masukin kode refferal pu saya sih error mulu kenapa ini? Coba kasih tau dong,Positif
"Agak lelet dan efek kurang bagus masih agak lebih bagusan capcut kalau menurut aku ya gak tau kalau menurut kalian, aku gak bohong aku serius kadang macet² aplikasi",Positif
"Terimakasih tiktok telah menyediakan dada dan paha secara gratis, tapi bro, ngetik ngmtd aja ga boleh komen lagi anjing",Positif
"Bagus sih, cuman kenapa yah ga bisa report akun haters? Please mohon bantuan atau kalau bisa ada konten yang kebencian kayak gitu di takedown atau di nonaktifkan komentar. Karena banyak anak kecil melihat dan itu tentu tidak baik. Mohon bantuan.",Positif
bagus sih aplikasi tapi tolong dong tiktok jangan blokir akun saya emang salah aku bikin video apa darimana kesalahan mohon diperbaiki lagi ya,Positif
"Halo semoga dijawab, saya mau ta kenapa ya di tiktok saya ketikan para pengguna tiktok yang lain gak bisa disalin ya????",Positif
"Dulu enak, fyp random. Sekarang knp fyp saya isi berita semua tolong😭😭😭 please 7 atau 8 video aja jangan berita yang lewat fyp bosen lama"" lihat tiktok berita badminton mulu🙂🙏🙏",Positif
"Bagus.............................................................. Btw yang enggak tau cara daftar aku kasih tau, 1.pencet tulisan saya yang ada di pinggir, 2.pencet daftar, 3.pencet nomor atau email, 4.lalu pilih tanggal,bulan,dan tahun kalian, 5.umur kalian minimal 18 tahun",Positif
"Mohon maaf.. buat para admin.saya minta solusi,,, Diriku kan pengguna baru.. Ketika diriku daftar akun.. memang ada tugas buat memasukan kode undangan.... Tetapi belom aku pake/atau memasukkan kode undangan... Nah setelah 4 hari kemudian diriku kan ingin memasukkan kode undangan",Positif
Min event check-in ada in terus lah. sama menonton video jangan di batesin . Biar makin semangat lihat tiktok,Positif
"Saya tidak suka aplikasi ini...,''''''''''''''''''''''''''''''''-'-'-------------- kenapa lihat dibawah sudah tau bagus kenapa",Positif
Aplikasi jelek tapi bohong aplikasi bagus banget,Positif
Bagus banget aplikasi '''',Positif
aplikasi dan video sangat bagus2 tapi kendala sama poin Sayakan pengguna baru dan baru bikin account tiktok dan sudah mengundang teman2 tapi poin masih tepap 0 tidak bertambah sama sekali,Positif
"Saya kasih bintang 4 karena...... Kenapa hari ini tiktok saya jadi lag padahal jaringan saya juga bagus, saya juga sudah update. tapi kenapa tetap lag??? Mohon segera diperbaiki🙏",Positif
Emang bagus kenapa tapi video saya di privasi padahal view dah besar kenapa di privasi min hapus lagi privasinys ff.gm999  ilangin privasi kerja sama min dari dulu ingin fyp.. Pas fyp video di privat tolong hilangin yah privasi mohon kerja sama min tolong direspon jangan di read saja yah.. ...,Positif
"Menurut saya aplikasi ini sangat bagus, tapi saya minta tiktok Indonesia untuk menghapus video porno atau semacam, karna itu bisa menimbulkan dampak negatif, apalagi sekarang banyak anak kecil yang sudah main tiktok, jadi saya mohon sekali lagi tolong hapus video yang berhubungan dengan 18, terimakasih�...",Positif
kenapa saya selalu gagal saat melakukan penarikan saldo tiktok ke dana? tolong dong segera diperbaiki,Positif
Kenapa saya tidak mendapatkan poin setelah teman saya memakai kode saya selama 3 hari dan 14 hari Terdapat tulisan tidak dapat memproses,Positif
Aplikasi ini bagus banget tapi kalau ada hacker akun kita kehack jadi tolong kalau ada hacker banned akun ya tiktok,Positif
Halo tiktok- Boleh ramein akun kakak ku ngga? Kalo boleh ni akun sukakamu_201,Positif
"Saya kasih bintang 4 dulu karena masih ada kendala, dari bonus point dari undangan teman tidak bisa di proses.. Kalau sudah dibetulin saya tambah bintang lagi",Positif
Aplikasi dihpku ini sangat kesal buka tiktok langsung keluar gimana sih,Positif
"Jelek banget tapi bohong,,,,,,, bagus banget .kenapa lihat lihat 🙈",Positif
"Tambahkan fitur vn di komen/chat, kirim foto/video, tambahkan darkmode di andro, tambahkan fitur tag d video, fitur edit caption, dan fitur salin link berkali"", ketika kita tidak sengaja ke refresh, tambahin fitur seperti ""apakah anda ingin merefresh?"" Gitu aja.",Positif
"Min ini kenapa si kok tiktok jadi lag? tolong diperbaiki ya min,ku kira memoriku penuh/jaringan ku enggak bagus",Positif
Aplikasi  bagus tapi sangat lambat untuk download .buat yang tidak mau download anda akan menyesal,Positif
kenapa tiktok akhir akhir ini kok lag patah patah. orang lain pun merasa begitu juga mohon diperbaiki 🙏,Positif
"Menurut saya aplikasi ini bagus digunakan, jika kita menggunakan secara bijak dan juga sesuai umur",Positif
"tiktok ini bagus kok, terus bikin orng ketawa, tapi kurangin ya film yang aneh2, takut kalo bocil tonton yang aneh2 di tiktok mata mereka rusak, masa depan juga rusak juga nanti, dikurangin ya film yang aneh2 di tiktok, btw aku kasih bintang 4 ya. Makasih",Positif
kok sekarang gak bisa dapat koin yang tonton video ya???? jawab dong kenapa ya?,Positif
Sangat puas sama aplikasi semoga berkembang dengan baik dan semoga akun saya bisa fyp terus amin..,Positif
Emang benar aplikasi bagus buat video juga keren keren ditonton ...,Positif
"Assalamualaikum. aplikasi tiktok sih bener"" bisa dapat duit. tapi kok lama"" main tiktok koin saya GaK bertambah dan juga GaK ada misi buat nambah koin. setiap hari saya cek tetap GaK dapat misi. tolong kasih bantuan buat masalah saya. kalo sudah ada misi lagi nanti saya tambah bintang. sekian terimakasih...",Positif
Memang sangat bagus aplikasi buat menghibur disaat tonton video ...,Positif
Pas diperbaharui tiktok saya jadi lemot. Kamera juga jadi kurang bagus. Ga seperti biasa,Positif
"Bagus,saya seorang konten kreator tiktok ngedit"" lirik musik, kalo mau up suka macet"" kenapa ya,terus video saya sering ketahan tiktok viewers sedikit banget kadang nol, padahal followers sudah 1k lebih, terus belom bisa live, kata kalo sudah 1k sudah bisa live, tapi saya belum",Positif
"Misi nonton video engga ada, hasil nihil perbaikan di percepat, kalau sudah bener kasih bintang 5",Positif
Bagus juga aplikasi bisa dapat bonus berupa uang mantap ...,Positif
Bagus banget aplikasi jadi ingin terus tonton video biar bonus makin tambah ...,Positif
Izin mempaikan tolong dong kok akun tiktok saya berbeda dengan yang lain.. tidak muncul event sperti temen² saya yang pu akun tiktok yang sudah lama daftar. Mohon di perbaiki min.🙏😔😔,Positif
Menit kok gak jalan ya ? Padahal sudah di mainin ...kok lama lagi error' kah?,Positif
"Bagaimana cara menghapus akun tiktok saya yang lama? Karena saya lupa dengan password dan nama email, dikarenakan akun tiktok saya berada di hp saya yang sudah rusak. Jika sudah ada solusi, maka saya akan memberikan bintang 5",Positif
"aplikasi bagus kok, tapi kenapa ya habis aku update versi 20.4.4 kok gak bisa salin komentar?",Positif
Bagus aplikasi dan dapat bonus uang lagi jadi serba terhibur ...,Positif
Bagus sekali aplikasi tiktok bisa menghibur disaat tonton video jadi gak jenuh bisa tertawa ...,Positif
Saya sudah memasukan nomor saya tetapi kenapa pas tahun lahir ngga bisa ini yang mau memakai kakak saya kenapa tidak bisa untuk umur 20,Positif
"Aplikasi  bagus kok ,,,,,,,,,,,,,,,,,,,,,,..........??????&7???-&_&?-&'??'-''#""-_-?????¿???¿??¿¿?¿? kenapa lihat kebawah sudah aku bilang bagus",Positif
Hai tiktok - boleh ramein video di akun jjovanka051 gak - kalo boleh ramein ya,Positif
"Akhir akhir ini kenapa yaa aku post video gak pernah fyp padahal video kemarin fyp terus, dan aku sudah ngedit Berjam jam malah kaga fyp. TERIMAKASIH",Positif
Koin saya kenapa gak berubah ya.. Padahal orang yang saya undang sudah ceckin sampe hari ke 7..,Positif
"Aplikasi memang bagus, tapi kenapa disaat mau melaporkan konten yang mengarah ke kekerasan, ujaran kebencian, dll kok selalu tidak bisa ya? Dengan alasan video yang dibuat tidak mengandung unsur tersebut, padahal jelas-jelas mengandung unsur itu.",Positif
Good aplikasi to every all people.tapi kenapa sekarang gak bisa nonton klip video kalo mau nambah poin.,Positif
Aku baru belajar main tiktok tolong bantu ya di pandemi sekarang ini biar bisa bertahan cari tambahan follow ya sobat bantu,Positif
Bagus sih bagus tapi tolong kok gua gak kenapa² kena pelanggaran? kalo boleh diperbaiki ya,Positif
Cakep banget aplikasi bisa menghibur maju terus tiktok dengan semua video Dapat uang lagi selain menghibur.,Positif
Saya suka ha saja event saldo terlalu kecil bagi pengguna yang sudah menjadi kreator. Good luck,Positif
"Aplikasi sudah bagus, tapi kenapa aku kasih bintang 4? Karena masih ada konten-konten yang menyesatkan, ketelanjangan dan pornografi, sudah aku report tapi masih saja muncul",Positif
"Bagus, tapi kok hari ini dan semalam saya tidak bisa lihat tiktok? Kata koneksi tidak lancar, padahal lihat instagram, youtube bisa. Laporan masalah kirim masukan pun gak bisa karena kata gak ada koneksi gimana sih? Padahal koneksi internet saya full, dan tidak macet. Ini terjadi di saya aja teman² gak, tolong...",Positif
Buat aku sih aplikasi sangat lah bagus dan konten video juga bikin terhibur jadi bikin ketawa ...,Positif
Sangat bagus banget aplikasi jadi terhibur di tiktok buat hari hari yang penuh kejenuhan sambil ngopi ama ngerokok ...,Positif
aplikasi ini bagus banget Tapi... Kenapa akun ku kena blok tanpa alasan ya?,Positif
"Please tiktok buat fitur scroll otomatis dong, kalo lagi makan sambil lihat tiktok jadi tidak perlu ribet",Positif
"Sangat membantu saat boring. Tapi videoku gapernah Fyp. Sekian, gitu aja.",Positif
Gunakan kode ini 🅖̤̤̤̤̤͟͟🅑̤̤̤̤̤͟͟🅔̤̤̤̤̤͟͟🅛̤̤̤̤̤͟͟🅩̤̤̤̤̤͟͟🅟̤̤̤̤̤͟͟🅑̤̤̤̤̤͟͟🅣̤̤̤̤̤͟͟🅡̤̤̤̤̤͟͟🅟̤̤̤̤̤͟͟🅨̤̤̤̤̤͟͟🅦̤̤̤̤̤͟͟🅖̤̤̤̤̤͟͟ pasti mendapatkan koin tambahan terbanyak Tiktok emang TERKEREN ...,Positif
Kenapa gak dari dulu gue ya gak dowload aplikasi terta bagus jadi ketawa sendiri ckckckckckckckckckckckckck...,Positif
Hai sobat kenapa akhir² tidak menyenangkan sedikit kecewa. Tugas tiktok sudah saya selesaikan tapi koin gak nambah Terus koin yang berjalan berputar koi cuma sedikit dibawah 20koin Bisa dikasih penjelasan tentang aplikasi tikitok ini wahai admin????,Positif
Aplikasi aku belum cukup tau jadi aku kasih bintang 4 dulu kalau sudah bagus aku tambahkan 5 bintang,Positif
Bagus sih bisa dapatin duit REAL... Tapi sayang tugas untuk menambah poin ha menonton selama 30 menit  Rp.7000  aja setiap hari. Kalo bisa ditambahkan lagi tugas perhari untuk menambah poin...,Positif
Aplikasi jelek banget ...,Negatif
"Assalamualaikum. Mohon maaf tiktok yang buat ini aplikasi, kenapa ya saat mau buka komentar malah jadi ada kata kata gini.. jadilah orang yang pertama berkomentar. Padahal ada Lo yang komen tolong diperbaiki yah aplikasi bagus",Positif
Tiktok tolong cek kenapa fyp saya orang USA semua gak ada indonesia.. kan jadi gak asik.. terus saya cek komen banyak yang pu pengeluhan yang sama,Positif
Mohon bantuan tiktok untuk memperbarui tiktok saya karena pas saya ingin menonton tiktok tiba tiba macet dan keluar mohon bantuan tiktok,Positif
Game ini bagus Apa lihat2 cantik bilang,Positif
Wow bagus banget aplikasi,Positif
Aku kurangi bintang satu karena waktu aku buka tiktok selalu keluar sendiri tolong diperbaiki🙏,Positif
"Aplikasi bagus,tapi kok koin gak bisa muter ya...... nanti kalau dah bisa muter Ku kasih 5*",Positif
"Tiktok aku kenapa ya bonus gak jalan ,padahal sudah saya klik tanda bonus tapi gak berputar",Positif
"Kenapa ya kak developer koin ku kok gak jalan,dan dikolom pilihan tidak ada pilihan menonton",Positif
"Sebenar bagus, tapi pas klik bonus 2× gak ada tulisan misi, biasa ada ini engga 😢😢😭😭",Positif
Maaf aku cuma kasi 4 bintang soal aku sudah banyak followers sama suka masa gak dikasih saldo apa²,Positif
Kasih 4 dulu ya kalo sudah bisa dapat poin saya kasih bintang 5 karena sekarang menonton video tidak mendapatkan poin.. 3 hp 3 akun semua sama jadi ga dapat poin.. Misi menonton video tidak ada.. Apakah nonton video sekarang sudah tidak dapat poin lagi? Event masih berjalankah ? Entahlah,Positif
Cakep banget aplikasi bikin jadi tonton terus video bikin tersenyum terus ...,Positif
Aplikasi yang bermanfaat banget buat pengetahuan tapi tergantung yang menggunakan saja sih mantap sih pokok👍👍👍,Positif
Saya kasih bintang 4..cuma saya mau berta Saya kan tarik /Tukar uang kok uang tersebut sudah lebih dari 3 hari belom masuk2 Rek saya..kok bisa dan laporan pun cuma dana sudah masuk ke rekening anda.. cuma tulisan doang dan saya cek gak ada yang masuk ke rekening saya sampai sekarang,Positif
Gemes ini sangat bagus Tapi bagus,Positif
"Pertama saya dapat saldo mpe 65000 mau diambil gak bisa sekarang malah hilang saldo, mohon bantuan. Terimakasih",Positif
"untuk developer, tolong banget DM dikasih fitur reply biar gak bingung pas chatting, pasti yang lain juga ikut bingung, apa lagi yang ngetik pada cepet2",Positif
"akun saya diblokir tiba tiba, padahal saya tidak melakukan apapun yang melanggar panduan komunitas tiktok, mohon bantuan agar akun saya tidak di blokir🙏🏻",Positif
Saya suka dengan aplikasi tiktok ini saya senang sekali mengunakan aplikasi tiktok😊,Positif
Ayo gas kan coba aplikasi ini tiktok nama aplikasi keren Angel mantap jangan lupa like and comment,Positif
Maaf ko tiktok ngeleg ya tolong diperbaiki aku merasa gak man banget karna ini tolong ya,Positif
"Alhamdulillah Tiktok ini sangat membantu dan nambah2 penghasilan, tapi saya mohon admin kalau bisa bonus nonton gak usah dibeda-bedakan dengan mengikuti merk hp,, misi nonton saya cuma 7000 poin/hari selama 30 menitip vivo. Sedangkan teman saya merk hp xiomi penghasilan misi 13.000 poin/hari..",Positif
Sangat bagus apa masih lihat kan aku bilang bagus bagus,Positif
"Kalau mau kasih duit jangan nanggung"" dong. itu koin lama lama makin berkurang,",Positif
Seru dan bisa ngasilin uang Tapi masih kadang ada bug yang bikin chalenge gak bisa ikutan,Positif
aplikasi jelek👺👺👺👺👺👺...,Negatif
"Maaf ya aku kasih bintang 4 karena kata koneksi jaringan tidak stabil tapi di youtube kok baik² aja, ingin nonton tiktok dan baca komentar tapi gimana cara coba orang jaringan masih baik dan lancar, tolong diperbaiki lagi ya👌😁 tidak bermaksud menyinggung.",Positif
"4 dulu karena point gak bisa nambah, padahal tiap hari sudah follow 1 jam lebih..",Positif
AKU suka tapi aneh 😔 kok kalian bisa dapat duit dan juga tiktok nguras baterai 😭😭😭💔 itu doang punten,Positif
Fitur tiktok bagus saya bisa ngedit semua video saya dan bisa lihat video orang yang menarik,Positif
Silahkan memasukan code undangan ini GBGP9SL7S7YZG agar kalian mendapatkan point Rp penukaran uang,Positif
bagus sekali,Positif
"bagus sih, tapi kok kadang² komenku sering gak ke posting? Tolong diperbaiki 🙏🏻",Positif
Kenapa selalu lag tiktok sekarang? Padahal jaringan saya bagus,Positif
halo developer boleh masukin dan ramein akun . cuthieebloom gal?? makasih,Positif
Saya sangat suka aplikasi ini Karana sangat menghibur dan bisa ngilangin rasa sedih Lo🥰🥰,Positif
"Aku mau kasih masukan buat update aplikasi. Fitur simpan/keep ditiktok dibuat kaya di instagram, jadi bisa bikin kategori2 penyimpanan. Karna gak semua video bisa di download, bisa di keep doang pake fitur simpan aplikasi. Biar lebih gampang buat klasifikasi konten yang disimpan aja gitu",Positif
Gue kasih bintang 4 karena tiktok keseringan update. Mohon jangan keseringan update,Positif
"Kenapa akun saya gagal penarikan dan event beda, nggak kaya biasa, aneh banget",Positif
"Assalamualaikum saya minta saran tolong dong dijadikan kayak dulu lagi yang bisa dapat uang dari aplikasi ini, tolonglah admin saya dari kaum rebahan di rumah tolong dibantu admin",Positif
Mohon konten politik rasis provokator blokir lah min.. sekarang kadang ajang adu domba di tiktok dengan konten2 gak jelas. mana tiktok yang dulu ajang buat hiburan lucu2 an. sekarang jadi ajang politik provokator gak jelas.. ayolah min benahinn,Positif
Kenapa ya padahal aku sudah pilih genre buat tiktok aku. Tapi kok isi lgbt sama kegoblokan orang contoh gay ragil bugil sama drama gak jelas uya kuya Kalo masak-masak kayak dims the meat guy ok itu berguna atau gak Medy Renaldy Gerald Vincent itu mengedukasi tapi kok yang sering fyp kegoblokan ...,Negatif
"Gak ada misi menonton video . Percuma download gak dapat uang juga puter"" video juga",Positif
Kak kenapa sekarang Puku enggak bisa buat cari uang lagi maaf ya ini cuma saya kasih bintang 4,Positif
Bagus banget bisa jadi tempat refresing mata 🥰,Positif
"Sangat ampuh untuk mengusir rasa bosan selama ppkm, tapi ada ikon duit lu jing",Positif
Saya senang dengan aplikasi ini. Tapi kenapa tida bisa masukan kode undangan.,Positif
Jelek banget eh enggak kok Malah bagus banget,Positif
"✍️ G A G 6 E T L U 9 X Y T X # klaim hadiahmu dengan menggunakan kode diatas,.<...",Positif
"Kak kalo mau ganti nomor rekening dana apa bisa ya, tapi gak ganti akun please jawab",Positif
Developer tiktok tambahkan poin setiap login sehari 2000 poin setiap hari semoga komentar saya diterima,Positif
"👌kenapa ya saya nonton video tidak dapat koin, parah ah tiktok menghabiskan waktu jadi sia sia",Positif
Perhatikan langkah Anda dalam berkreasi bagi kami warga family kelas sekolah dasar,Positif
Bagus sih tiktok. tapi tolong orang pada gak sopan ketikan- and pada miris. tolong banget please toleransi. mau gimanapun juga tetap lebih sopan lagi supaya yang baru main tiktok gak risih. please banget ya tiktok indonesia,Positif
"Saya suka aplikasi ini, tapi sayang sekarang selalu berubah, kemarin saya nonton video  selama 30 mnit ada bonus 28000, sekarang kok malah berubah bonus jdi lebih kecil malah jadi 7000, kenapa ya.. Saya mohon agar bisa di perbaiki biar saya lebih semangat menonton, kan biar terhibur sekalian...",Positif
Ih bagus bangeet //????cie penasaran ya,Positif
"Kenapa makin hari makin banyak yang harus di update, gue 2 hari yang lalu baru update dan selaras disuruh update",Positif
Orang yang saya ajak pengguna baru pada hari ke 14 point tidak dapat di proses.. kalau memang tidak bisa diproses alasan kenapa?,Positif
Kok gak bisa ngedaftar sih? 😠 Pas disuruh tulis tahun bearap lahir malah gak bisa 😒,Positif
Kok gak bisa livestreaming sih? Kan sudah followers lebih 1k,Positif
Keren aplikasi bagus banget,Positif
"Alhamdulillah bertambah teman, kadang bikin ketawa2, sedih, baper, kadang ada juga video yang ngeselin",Positif
Buruan download dan kita berbagi hadiah yang besar dengan memasukan GCAAG6FV6PYS4,Positif
tiktok bagus banget kenapa lihat kebawah,Positif
Oke ini aplikasi pilih kasih aku buat video ml kok tiba-tiba akun ku diblokir,Positif
Kenapa saya down video tiktok lewat google tidak bisa ? Mohon di benarkan,Positif
"Asyik buat santai buat hiburan waktu capek""""""""""""""""""'😀😀😀",Positif
"Bagus, tapi kenapa pas diklik bonus 2× malah gak mau ya??",Positif
Kenapa pas mau penarikan itu ada masalah ya seperti saya ini mau hubungkan akun dana saya ke tiktok untuk memasukkan nomor hp dana sudah betul pas mau masukan pin dana itu salah terus dan saya cobanyak di akun dana pin/password bisa dan setelah saya ganti pun tetap enggak bisa juga gimana ini tolong...,Positif
"please tolong tiktok kenapa tidak bisa salin komentar, sudah di update tapi tetep gak ada😵‍💫",Positif
Sumpah keren kenapa lu lihat kebawah gue sudah bilang keren,Positif
Sangat senang melihat tiktok.. banyak hiburan lelucon... dan kreatifitas,Positif
Ini kapan ada fitur bookmark video yang bisa dipecah-pecah ke beberapa folder kayak pu Instagram??? Terutama untuk pengguna android 10,Positif
"Untuk promosi gak bisa 🥺 , dan ingin sekali hapus tiktok lama gak bisa 🥺",Positif
Mantap ini benar aplikasi yang kasih hiburan dan uang👍👍👍👍 yang berkenan masukan kode undangan silahkan GBHSXPBBVXYTB,Positif
"Apa lah daya ku . Mau protes soal event coint tiktok, tapi gue cuma penikmat gratisan .....🥲 Tapi gua cuma berharap smoga aplikasi kasi jadi semakin baik dan tidak memberi harapan palsu ❤️",Positif
"tiktok tolong peringati akun yang bernama clara.alexander12 soal memilih BTS karena BTS itu lebih ganteng dari mana Pak Soeharto dan juga membuat orang yang suka anime jadi sedih dan merasa kesal, tolong diblokir akun dan peringatin dia “Anda di blokir karena membuat orang lain merasa sedih...",Positif
"tolong dong setiap aku upload video ko gak ada yang nonton, solusi?",Positif
Gue kasih 4 bintang. Dikarnakan. Point mendadak hilang. Padahal akun Original dan gak curang undang teman pun sudah lumayan. Tanpa double akun juga pure main tiktok dengan 1 akun,Positif
"Kak mau ta, aku sudah undang temen, tapi di hp temen gak ada masukkan kode ku. Malah disana dapat koin sesuai yang di janjikan klo dari rujukan. Disana juga lebih besar hadiah kalo invite temen. Tapi di aku gak ada koin masuk pas temen sudah download. Malah disana gak ada masukkan kode ku. Itu gimana ya?",Positif
Bagus sih tapi kenapa selalu muncul kode coint padahal sudah di update🙂 Jadi ganggu><,Positif
Tolong dong di bantu saya mau mempomosikan video tapi tidak ada metode pembayaran tong dibantu please,Positif
"Aplikasi bagus tapi masih ada yang kurang, coba tambahkan tombol [ ikuti semua ] di bagian tab pengikut/mengikuti biar pas mau fb follow back gak repot sama gak kena limit. Untuk sementara aku kasih 4 bintang makasih›",Positif
Semakin hari semakin berkurang koin Tapi ya Alhamdulillah waktu itu aku sudah pernah dpt 60.000 thanks tiktok Tapi tolong diperbaiki agar koin gak kurang kurang terus menerus ☺️,Positif
Bagus aplikasi menghibur banget Sumpah gak percaya gak nyesel,Positif
"Aplikasi  lumayan bagus, cocok buat hiburan untuk mengisi waktu luang",Positif
"Ayo download aplikasi ini, mumpung ada event besar yang menanti dan jangan lupa masukin kode referal ku biar makin besar dapat reward  G-B-J-L-J-R-6-8-S-P-Y-V-B Yuk jangan sampe kelewatan event  yah 😅😅😅",Positif
Tiktok ini bagus banget,Positif
tiktok ku sekarang sering lag gak tau kenapa padahal pakai wifi jaringan lancar,Positif
Keren bngat.. tapi hoyong buat min. kenapa sudah beberapa hari ini kok point tontonan misi kok gak masuk aja padahal saya sampai berjam jam nonton video tapi sampai saat ini point harian gak masuk sih tetap jumlah Rp gak berubah. tolong diperbaiki,Positif
"WWE, SEPAKBOLA, JOGET, JEDAGJEDUG, GAME SERU BANGET LAH BUAT YANG LAGI BOSAN lebih baik DOWNLOAD INI😁",Positif
buat tiktok saya tau akun saya di blokir karna melanggar panduan komunitas tapi waktu lama sampe kapan saya takut kena blokir permanent jadi gak bisa balas komen lah atau upload video lah,Positif
Aku suka tiktok tapi suka ku gak terlalu banyak maka aku kasih bintang 4,Positif
"Aplikasi manfaat, asli, banyak ceramah ceramah yang bagus. Tapi poin yang saya transfer ke rekening, gak sampe sampe... Huhuhuhu 😭 bisa kembali gak kalo gitu?",Positif
"Hallo mohon bantuan Saya sudah menyelesaikan misi 50/50 tetapi tidak sama sekali dapat bonus saya dapat kan saya ha menerima 680rb dari 50 undangan, mohon bantuan agar bonus saya kembali.",Positif
Lumayan bagus ko ................................... ... .... Tapi bener...,Positif
ini game bagus banget kalian uji coba tapi kalo anak kecil jangan ya,Positif
"Download boleh, Asal jangan jadi generasi ketergantungan. Jangan bangga main tiktok, inget tiktok cuma hiburan. Tantangan kita akan lebih berat di masa selanjut, banyakin belajar, bukan cuma di tiktok. Paham kan ?",Positif
Mau ta. Tolong respon kak. Apa nonton video sudah gak dapat koin lagi? Mohon bantuan ya kak. Respon. Terimakasih,Positif
kenapa setiap bikin video yang like gak ada tapi kalau aplikasi like ada gimana sih .... jadi gak suka,Negatif
"Lama lama bosan juga pakai aplikasi ini,. gitu gitu aja membosankan dan pendapatan koin sedikit...",Positif
Lumayan bagus tapi kalo pengikut belum banyak kayak seleb tiktok gak bisa live,Positif
Keren banget aplikasi ini kita bisa menghasilkan uang lewat aplikasi ini..Yuk masukin kode Hack GBVQAECSZXYWB untuk mendapatkan poin 100rb Selamat mencoba..,Positif
"Tolong ya supaya stiker hadiah dihilangkan,soal mengganggu banget😔",Positif
aplikasi bagus tapi kenapa saya kasih bintang 4? Karna video gue gak pernah fyp,Positif
Awal bagus bngt bisa menambah penghasilan tapi kenapa makin kesini makin berkurang uang nonto. malahan sekarang menghilang tidak bisa menghasilkan uang lagi. tolong diperbaiki lagi ya ka...,Positif
Sangat baik . Tapi kendala sudah d folback kok Masih tetep aja untuk ikuti balik 😔,Positif
Dengan aplikasi ini AQ suka karena terhibur asal jangan tersendat sendat bila di klik,Positif
Bagus sebener tapi aku 2 hari pakai buat cari koin sudah aku klik dan selama 30 menit kok koin enggak masuk tertulis ha 5 menit aku jadi bingung sendiri. Aku coba beberapa kali dan aku rasa aku sudah lebih dari 30 menit tapi tetap aja ini maksud gimana?,Positif
Bagus tapi semoga bisa lebih ditingkatkan lagi dan ada tiktok offline 😂,Positif
aplikasi yang keren kita bisa menonton video dari sini terimakasi tiktok😊,Positif
Jangan download nanti nyesel...,Negatif
Bagus banget pasti dilihat,Positif
