,Label,CleanComment
838,Positif,aplikasi tiktok bagus banget
839,Positif,love you tiktok mantep kemanan pengguna
840,Positif,lucu bagus
841,Positif,ajah koin gak coint nonton video
842,Positif,dear tiktok kasi bintang menarik ditiktok jujur aplikasi keren bagus kecewa tolong pulihkan akun biar menarik uang terimakasih
843,Positif,aplikasi keren menghasilkan duit pengguna menghasilkan koin tolong penjelasan
844,Positif,bantuan please koin bertambah nonton banget
845,Negatif,jelek
846,Positif,mengisi lupa
847,Positif,bagus sih tiktok lag gak
848,Positif,bermasalah koin berjalan direset ulang tetep gak tolong diperbaiki
849,Positif,hai tiktok akun grandelovmr gabisa post video berhari loh please ngonten
850,Positif,seneng suka main tiktok bak video keren pendek kasih bintang
851,Positif,mengasikkan semoga aplikasi like uang mudah
852,Positif,bintang kalo gampang cari koin nambah bintang
853,Positif,tiktok bagus tiktok gue lambat yah tergantung followers viewers orang bssa live menitan gue gak gimana
854,Positif,maaf gak kalo tiktok sediain fitur edit caption video upload pin komentar cuman iphone aja terima kasih
855,Positif,kak suka sih fitur but lag
856,Positif,aplikasi lumayan gak dapatin saldo
857,Positif,post video kena langgar mohon admin tiktok gitulah akun
858,Positif,bagus sih pake tiktok gaada tarik uang lancar gaada bonus koin nonton video sih kecewa
859,Positif,bagus bak ilmu suka quote galau haha pantau tiktokku embunrahmaa
860,Positif,aplikasi bagus kouta gak dibuka tulisa koneksi internet aplikasi gak cuman youtube playstore doang tolong perbaiki
861,Positif,aplikasi bagus orang orang berkreativitas sesuai aplikasi lapak kemaren rame sepi sedih banget sih
862,Positif,aplikasi bagus keren download cepat download
863,Positif,min kalo tarik uang pake dana premium
864,Positif,jelek banget bohong yakali jelek
865,Positif,bagus cuman ngikutin bak orang loh pas mencet mengikuti gak muncul video orang ikutin tolong benarkan
866,Negatif,koin nonton bgt
867,Positif,aplikasi menghibur hehe codef udwrdk pyvu
868,Positif,mohon maaf gak salin komentar
869,Positif,sebener aplikasini bagus sayang pengguna coint diperoleh misi menonton video pengguna antusias aplikasi coint didapatkan batasi perhari menit tolong dinaikan hadiah
870,Positif,sengaja dikasih bintang bonus tugas undang pengguna masuk tolong tiktok memperbaiki bug sekian terima kasih
871,Positif,aplikasi menghasilkan uang tukarkan point yuk masukan referal pqpvcepyzt biar menikmati point
872,Positif,akun jarang fyp akun xyzbca please fyp akun
873,Positif,lihat video lag internet aman
874,Positif,aplikasi bagus pendapatan perolehan koin bug gak muncul tolonglah admin diperbaiki sistem thank you kalo diperbaiki kasih bintang
875,Positif,pas kirim link tiktok buka tiktok rusak
876,Positif,durasi koin tonton tambahkan biar menghasilkan
877,Positif,aplikasi bagus banget
878,Positif,bagus cuman ngabisin paketan
879,Positif,tolong tiktok gak ganti akun dana ganti melampaui batas pembaruan tolong tiktok fitur ganti akun dana buatkan
880,Positif,bagus sayang narik pendapatana dana lengkap akun danan tolong akun dana dipersulit tiktok tolong penarika dana ajah kasih tau makasih
881,Positif,bintang karna komen video beranda terimahkasih
882,Positif,undangan teman
883,Positif,gak ngundang tarik saldo dapatkan koin
884,Positif,turunin karna follow hilang nonton ngak tiktokkan mei
885,Positif,kesempurnaan milik tuhan maaf kasih bintang
886,Positif,tolong bolehkan penarikan akun bank virtual mohon
887,Positif,suka aplikasi seru bak teman sayang gak masukin kode berharap banget
888,Positif,maaf pendatang tiktok pas banget salah hiburan diwaktu luang terimakasih tiktok
889,Positif,aplikasi susah dipahami koin uang
890,Positif,video jelek bohong hayu
891,Positif,aplikasi bagus bangat tertawa sakit perut percaya download aja tertawa senang banget
892,Positif,aplikasi jelek bohong
893,Positif,assalamualaikum admin tiktok mohon kembalikan kesempatan salah gara gara upload foto meninggal momen please kasih kesempatan admin tiktok kembalikan akun
894,Positif,video live gak disimpan beranda tiktok upgrade biar kesimpen diberanda
895,Positif,keren banget aplikasi bagus menghasilakan uang menghibur video
896,Positif,daftar tugas harian muncul koin bertambah
897,Positif,alhamdulillah aplikasi mengenal berdampak sebalik teruslah menarik berbau edukasi
898,Negatif,gua penguna kecewa karna dah gak event tau gak duit hasil menonton kasih bintang aja karna mengecewakan
899,Positif,kasih akun tiktok blokir permanen duet edukasi ketelanjangan pornografi beranda pertontonkan
900,Positif,ditiktok gak point klik tonton undang teman aja tolong perbaikin please sayang nonton doang point gak
901,Positif,aplikasi bingung pakai aplikasi lihat orang joget lagu jedag jedug
902,Positif,informasi berita viral dll poko seru memposting video loh
903,Positif,tiktok tolong kebijakan pengguna tiktok berusaha menarik point kumpulkan gagal menarik tolong tanggapi komentar komentar pusat bantuan aplikasi tiktok
904,Positif,emil dapatkan koin berulang kali riset ganti email payah
905,Positif,coba aja tau aplikasi membayar point tambahan kode undang nama diatas biar oke bonus
906,Positif,wes mantap pokok
907,Positif,great aplikasi misi menonton harian muncul bagaiman mengikuti misi tolong dibantu terima kasih
908,Positif,bagus kasih bintang kadang suka lag
909,Positif,tiktok aplikasi bagus menghibur sekian
910,Positif,dipantau hadiah gak kaya kadang error
911,Positif,cepat uninstall aplikasi tiktok dihack anonymous
912,Positif,halo tiktok menyelesaikan event mengundang pengguna hadiah ditarik penarikan gagal mohon dibantu mengirimkan umpan aplikasi tiktok tanggapan aplikasi mohon dibantu terima kasih
913,Positif,aplikasi bagus cuman sayang video gak masuk beranda tiktok fyp tolong tiktok video akun sugengrawuh masuk kedalam beranda tiktok fyp tambahkan bintang kalo video buatan fyp
914,Positif,lambang koin hilang tolong diperbaiki
915,Positif,nonton video dpt point gak kecewa kasih bintang aja
916,Positif,suka aplikasi bak event undang teman suka undang teman teman gak memasukan kode undangan download mohon diperbak event makasih
917,Positif,aplikasi bagus shadow ban please aja
918,Positif,logo koin susah banget muncul please tell koin muncul
919,Positif,aplikasi bagus kalo menoton bayar menurun pendapatan poin kalo bgitu install aplikasi uninstall aplikasi tolong kebijakan tiktok poin menurun
920,Positif,bagus banget
921,Positif,fitur point nonton video
922,Positif,alhamdulillah aplikasi membantu saldo gratis kecewa aplikasi sesuai ketaan invite teman bonus kecewa banget aplikasi
923,Positif,suka banget aplikasi kali bak video seharus ditampilkan suka aplikasi semoga bermanfaat
924,Positif,kasih bintang pointku berkurang ditambah aktif bak kode undangan masuk
925,Positif,puku gak misi lihat video menit sih
926,Positif,rujukan dapatkan hadiah
927,Positif,tiktok kalo aplikasi tolong diperbaiki penarikan undangan misi nonton lite misi nonton kemaren lite bak orang tiktok
928,Positif,bagus sih bingung masukin kode teman kode dibilang penipuan gimana
929,Positif,kirain bohongan terta terbukti membayar buruan masukan referall gbzc xmxywy point
930,Positif,seru hiburan pengetahuan karna video tetang pengetahuan
931,Positif,kesel aplikasi tiktok penghasilan ribuan pengurangan seribuan ratusan ngabisin kuota nonton tiktok tolong kalo gak niat kasih uang kasih koin
932,Positif,suka banget poko aplikasi
933,Positif,aplikasi membantu nol rupiah
934,Positif,mohon kebijaksanaan berkali kali mencoba memasukkan kode rujukan lulus konten penipuan pengguna
935,Positif,tolong kurangi iklan biar kasih bintang
936,Positif,event biar member semangat cari kerja susah jaman pandemi tiktok tenggelam
937,Positif,akun tiktok siaran langsung mac fitur siaran mac tersedia mohon diperbaiki terima kasih
938,Positif,aplikasi bagus nonton video menit cuman koin doang beda temen nonton menit koin mohon pemberitahuan pengertian semoga terimakasih
939,Positif,koin menonton video
940,Positif,bagus menemani gabut pandemi dirumah
941,Positif,ganggu banget kotak kado dipencet silang kepencet gitu
942,Positif,masukin kode susah banget point kado hmmm kalo normal kaya kasih bintang
943,Positif,kode duit gbpeeblxnpyt
944,Positif,aplikasi jelek banget bohong aplikasi bagus banget
945,Positif,suka banget aplikasi hraus install aplikasi loh hiburan gak move sedih ayo buruan download
946,Positif,lumayan gak jalan menit ditonton gak jalan error kah aplikasi
947,Positif,masukin kode error
948,Positif,assalamualaikum tiktok mengirim pesan pengikut ikuti mengirim pesan tiktok saudara
949,Positif,bagus sih ngehasilin uang nonton video doang kolom memasukkan kode tiktok mohon perbaiki bug yaa
950,Positif,kali penarikan gagal tolong kasih bintang kalo berhasil penarikan kasih full bintang
951,Positif,bagus sih nonton video gak point yah
952,Positif,sih keren tiktok sepi mulu capek ngedit video tolong
953,Positif,halo tiktok perbarui tiktok versi terbaru menginstal menghapus chace memori kosong koneksi stabil why tiktok
954,Positif,gak perbandingan koin rupiah biar cepat dapatin rupiah kasih bintang makasih
955,Positif,bang duit
956,Positif,asik koin tolong biar duit nonton
957,Positif,ngebales komentar orang creator gimana dah upgrade tetep gak
958,Negatif,aplikasi jelek
959,Positif,aplikasi bagus
960,Positif,bagus
961,Positif,suka
962,Negatif,aplikasi jelek
963,Positif,mantap
964,Positif,kreaktif menghibur
965,Positif,bagus
966,Positif,mantap
967,Positif,hmm bagus aplikasi tiktok good joob
968,Positif,suka
969,Positif,mantap poko
970,Positif,terimakasih
971,Positif,suka tiktok bagus
972,Positif,bagus banget
973,Positif,bagus banget
974,Positif,aplikasi bagus banget
975,Positif,
976,Positif,suka beautiful place
977,Positif,bagus
978,Positif,suka aplikasi
979,Positif,suka
980,Positif,seru banget lihat doang
981,Positif,bagus aplikasi
982,Positif,terbaik
983,Positif,good
984,Positif,video bagus
985,Negatif,buruk
986,Positif,terbaik
987,Positif,mantap menghibur
988,Positif,bagus banget
989,Positif,aplikasi bagus bikin anak dibawah umur goblok tolong filter umur diperbagus rusak generasi bangsa bak anak dibawah umur ngebet tenar bikin ilfeel bangsat
990,Positif,wow bagus bagus banget
991,Negatif,pakai email
992,Positif,menghibur
993,Positif,terima kasih
994,Positif,menarik
995,Positif,kelak salah rumah apartemen like show the world fitnes
996,Negatif,konyol
997,Positif,rekomendasi banget
998,Positif,suka
999,Positif,aplikasi orang gabut
1000,Positif,bagus banget
1001,Positif,bagus
1002,Positif,menghibur
1003,Positif,jelek banget like bohong
1004,Positif,bagus
1005,Positif,tiktok
1006,Positif,suka
1007,Positif,tiktok bagus kalou main tiktok pake saru sara
1008,Positif,balikin akun bayu
1009,Positif,like
1010,Positif,oke
1011,Positif,rekomendasi banget
1012,Positif,good
1013,Positif,halo nama rani suka aplikasi aplikasi bagus
1014,Positif,tiktok keren kak
1015,Negatif,aplikasi jelek sumpah
1016,Positif,keren
1017,Positif,aplikasi bagus
1018,Positif,bagus
1019,Positif,aplikasi bagus banget
1020,Positif,
1021,Positif,suka tiktok fan bertambah
1022,Positif,pokok bagus
1023,Positif,mantap
1024,Positif,oke
1025,Negatif,jelek banget
1026,Positif,suka
1027,Positif,gila sih
1028,Positif,suka tiktok
1029,Positif,bagus
1030,Positif,seru banget
1031,Positif,keren
1032,Positif,puas
1033,Positif,bagus
1034,Positif,tiktok bagus ketemu cowok ganteng
1035,Positif,seru memuaskan
1036,Negatif,suka aplikasi
1037,Positif,tolong perbaikin aplikasi buka kasih bintang
1038,Positif,bagus bangat nyesel donwload tiktok
1039,Positif,senang
1040,Positif,mengikuti tiktok
1041,Positif,bagus banget
1042,Negatif,kode undangan dimasukkin tolol
1043,Negatif,aplikasi payah download
1044,Positif,seru banget main kalo mood
1045,Positif,suka aplikasi
1046,Positif,mantap bagus
1047,Positif,suka banget
1048,Positif,aplikasih bagus
1049,Positif,star like just for you
1050,Positif,
1051,Positif,bagus
1052,Positif,keren
1053,Negatif,aplikasi download
1054,Positif,keren tiktok
1055,Positif,lucu
1056,Negatif,tiktok kesini kaya tai
1057,Positif,keren
1058,Positif,keren
1059,Positif,suka tiktok kelas suka main tiktok umur main tiktok kasih bintang tiktok tiktok menarik
1060,Positif,bagus keren
1061,Positif,aplikasi jelek banget bohong
1062,Positif,bagus banget suka aplikasi filter bagus bagus karna suka banget aplikasi kasih bintang
1063,Positif,bagus
1064,Positif,bagus banget
1065,Positif,bagus banget
1066,Positif,suka aplikasi menghibur kreatif banget suka
1067,Positif,mantap
1068,Positif,menghibur
1069,Positif,tiktok bagus
1070,Positif,suka banget tiktok karna ketemu pop kayak bts blackpink itzy dll
1071,Positif,idih keren
1072,Positif,tiktok bagus banget sumpah download
1073,Positif,bagus
1074,Positif,bagus
1075,Positif,bagus banget suka watermark aja
1076,Positif,
1077,Positif,aplikasi bagus
1078,Negatif,report orang rasis dibilang kesalahan giliran kasih bintang dibanned lawak tiktok
1079,Positif,aplikasi terbaik
1080,Positif,bagus menarik
1081,Positif,keren bagus
1082,Positif,like you tiktok
1083,Positif,mantap bos
1084,Positif,aplikasi menghibur menghasilkan
1085,Positif,tiktok mantap
1086,Positif,tiktok keren
1087,Positif,bagus
1088,Positif,lumayan
1089,Negatif,tiktok busuk
1090,Positif,suka lagu
1091,Positif,suka
1092,Positif,asik
1093,Positif,suka banget
1094,Positif,ayo pilih tiktok
1095,Positif,bagus
1096,Negatif,point bye banget
1097,Positif,like
1098,Positif,bagus banget wajib download
1099,Positif,aplikasi bagus
1100,Positif,bagus
1101,Positif,mantap kali
1102,Positif,aplikasi mantap
1103,Positif,bagus
1104,Positif,keren lucu
1105,Positif,good
1106,Positif,hebat
1107,Positif,suka
1108,Positif,aplikasi menghibur
1109,Positif,bagus
1110,Positif,suka aja menghibur
1111,Positif,coba coba ketagihan tiktok good cute
1112,Positif,mudah mudahan maju
1113,Positif,bagus
1114,Positif,bagus
1115,Positif,sip
1116,Positif,suka
1117,Positif,mantap
1118,Negatif,tiktok eror follow orang adik akun tolong diperbaiki
1119,Negatif,kecewa pesen barang tiktok shop transfer pembayaran pemberitahuan tiktok terkonfirmasi pembayaran nomer rekening sesuai tujuan alhasil uang hilang
1120,Positif,mantap
1121,Positif,seru video
1122,Positif,good banget
1123,Positif,good like
1124,Positif,suka mainan
1125,Positif,fyp gua pokok
1126,Positif,makasih suka aplikasi
1127,Positif,bagus
1128,Negatif,aplikasi kesini buka kembangin updete aja
1129,Positif,suka tiktok karna efek bagus
1130,Negatif,kasian lihat anak rusak malu
1131,Positif,bagus banget
1132,Positif,bagus banget
1133,Positif,menghilangi bosan
1134,Positif,bagus
1135,Positif,bagus
1136,Positif,simpel suka tiktok
1137,Positif,suka
1138,Positif,bagus
1139,Positif,menghibur semoga cepat tanggap laporan user content creator menyimpang
1140,Positif,aplikasi bagus banget bak fitur
1141,Positif,senang mempui aplikasi tiktok
1142,Positif,menghibur kondisi pandemi
1143,Negatif,aplikasi pembodohan
1144,Positif,terimakasih
1145,Negatif,kalo event selesai suka ubah aplikasi
1146,Negatif,jelek
1147,Positif,seru
1148,Positif,good job
1149,Positif,menyenangkan bermain tiktok melepas penat
1150,Positif,keren
1151,Positif,sayangkan banget
1152,Positif,bingung berkomentar
1153,Positif,suka
1154,Positif,bagus banget kamera
1155,Positif,permainan jelek bohong
1156,Positif,tiktok
1157,Positif,bagus
1158,Positif,good bagus
1159,Positif,suka
1160,Positif,keren
1161,Positif,bagus
1162,Negatif,sulit
1163,Positif,suka
1164,Positif,aplikasi bagus fyp
1165,Positif,bagus pengunaan paket kurangin dikit
1166,Positif,bagus
1167,Positif,bagus banget aplikasi
1168,Positif,bagus
1169,Positif,mohon mendownload meyesal
1170,Positif,bagus tetep man tiktok makasih
1171,Positif,kasih bintang aja
1172,Positif,suka bagus banget
1173,Positif,suka penghilang bete
1174,Positif,suka pakai positif alhamdulilah semoga terhibur
1175,Positif,bagus banget
1176,Positif,membantu
1177,Positif,bagus banget
1178,Positif,keren menghibur
1179,Positif,bagus banget makasih
1180,Positif,
1181,Positif,bagus banget
1182,Negatif,aplikasi jelek banget
1183,Positif,bagus banget
1184,Positif,seru
1185,Positif,bagus
1186,Positif,suka lagu
1187,Positif,menyenangkan
1188,Negatif,titok lucu
1189,Positif,suka tiktok
1190,Positif,seru banget
1191,Positif,
1192,Positif,karna exo download sehun tiktok
1193,Positif,yes
1194,Positif,tiktok
1195,Positif,praktis emang
1196,Positif,bagus
1197,Positif,like this
1198,Positif,bagus
1199,Positif,mantap
1200,Positif,aplikasi bagus
1201,Positif,bagus
1202,Negatif,kasih bintang aja
1203,Positif,bagus banget
1204,Positif,asli
1205,Positif,cakep
1206,Positif,pokok download
1207,Negatif,nyesel download tiktok bak koin blokir koin permanen
1208,Positif,mantap
1209,Positif,suka banget
1210,Positif,top
1211,Positif,bagus kaleng kaleng
1212,Positif,suka
1213,Positif,aplikasi bagus
1214,Positif,bagus banget
1215,Positif,seru banget
1216,Positif,mantap
1217,Positif,keren banget
1218,Positif,bagus
1219,Negatif,benci tiktok mebanned bocil alasan aplikasi ban
1220,Positif,mantap
1221,Negatif,aplikasi upload banget
1222,Positif,tiktok bagus
1223,Positif,bagus banget
1224,Positif,bagus banget
1225,Positif,main tiktok asik
1226,Negatif,fitur download aduh
1227,Positif,bagus
1228,Positif,aplikasi jelek banget bohong download aplikasi bagus banget
1229,Negatif,aplikasi perusak bangsa
1230,Positif,bagus suka video
1231,Positif,aplikasi keren
1232,Positif,bagus banget
1233,Positif,top
1234,Positif,kasih bintang
1235,Positif,bagus
1236,Positif,oke
1237,Positif,menghibur
1238,Positif,iya bagus
1239,Positif,bagus banget
1240,Positif,bagus
1241,Positif,bagus tiktok suka
1242,Positif,bagus
1243,Positif,aplikasi tiktok bagus
1244,Negatif,bak umbar aurat
1245,Positif,keren
1246,Positif,bagus banget keren follow bak like
1247,Positif,bagus
1248,Positif,bagus
1249,Positif,lucu menyenangkan
1250,Positif,bagus
1251,Positif,keren banget
1252,Positif,bagus
1253,Positif,mantap
1254,Negatif,direkomendasikan
1255,Positif,bagus
1256,Positif,bagus
1257,Positif,tiktok
1258,Positif,bagus
1259,Positif,aplikasi bagus
1260,Positif,penghibur banget sih
1261,Positif,good aplikasi
1262,Positif,aplikasi bagus belom download
1263,Positif,bagus banget
1264,Positif,hiburan batas
1265,Positif,jelek banget bohong aplikasi bagus banget
1266,Positif,bagus
1267,Negatif,tolong diteliti tiktok berbau porno
1268,Positif,menghibur banget sih bolos dare
1269,Positif,seru bosen
1270,Negatif,tiktok aplikasi goblok
1271,Positif,the best banget
1272,Positif,suka
1273,Negatif,sumpah jelek banget
1274,Positif,aplikasi bagus
1275,Positif,terbaik
1276,Positif,tiktok bagus
1277,Positif,bagus
1278,Positif,bagus banget download nyesel
1279,Positif,menarik
1280,Positif,keren
1281,Positif,bikin otak fresh
1282,Negatif,aja
1283,Positif,bagus banget
1284,Positif,keren
1285,Positif,suka banget
1286,Positif,
1287,Positif,sukak
1288,Negatif,aplikasi menyesatkan
1289,Negatif,woy tiktok post aplikasi tolong diperbaiki
1290,Positif,sip
1291,Negatif,jelek
1292,Positif,makasih tiktok
1293,Positif,yes
1294,Positif,senang
1295,Positif,mantap
1296,Positif,bagus
1297,Positif,bagus
1298,Positif,
1299,Positif,bagus
1300,Negatif,lag gimana sih daftar masuk gimana sih jaringan stabill
1301,Positif,good
1302,Positif,menarik menyenangkan
1303,Positif,seru banget
1304,Positif,tiktok bagus
1305,Positif,
1306,Positif,tiktok
1307,Positif,aja
1308,Positif,bagus
1309,Positif,mantap
1310,Positif,mengasyikan bermain tiktok betah
1311,Positif,blokir aplikasi gak salah salah pengguna kalok penggu bijak pakai aplikasi mah aja pengguna
1312,Positif,like
1313,Positif,kamera blur
1314,Positif,aplikasi bagus banget suka
1315,Positif,suka
1316,Positif,senang
1317,Positif,bagus baget
1318,Positif,bagus
1319,Positif,bagus keren good
1320,Negatif,aplikasi error
1321,Negatif,aplikasi rasis
1322,Negatif,goblok
1323,Negatif,error
1324,Negatif,busuk
1325,Positif,nice
1326,Negatif,asik
1327,Positif,senang banget aplikasi follow akun nama fani
1328,Positif,bagus
1329,Positif,
1330,Positif,
1331,Positif,tiktok terbaik
1332,Positif,lumayan bang tiktok
1333,Positif,bagus
1334,Positif,bagus
1335,Negatif,mutu
1336,Negatif,maaf tiktok kasih bintang kalo fitur dislike voice note coment kasih bintang bintang aja
1337,Negatif,anjing
1338,Positif,bagus
1339,Positif,suka
1340,Positif,tiktok keren
1341,Positif,good aplikasi
1342,Positif,bagus banget
1343,Positif,bagus
1344,Positif,aplikasi memuaskan
1345,Positif,banget
1346,Negatif,aja
1347,Positif,sip
1348,Positif,bagus
1349,Positif,bagus banget komplit
1350,Positif,keren
1351,Positif,bagus
1352,Positif,terbaik
1353,Negatif,aplikasi pembawa dosa
1354,Positif,aplikasi bagus aplikasi menghibur semoga install
1355,Positif,bagus
1356,Positif,bagus aplikasi
1357,Positif,suka
1358,Positif,
1359,Positif,bagus banget menghiburr
1360,Negatif,menarik
1361,Positif,menyenangkan pokok bikin happy
1362,Positif,bak video lucu lucu suka aplikasi
1363,Positif,seru banget
1364,Positif,keren kreasi anak bangsa
1365,Positif,tiktok bagus
1366,Positif,suka
1367,Positif,bagus
1368,Positif,aplikasi bagus
1369,Positif,suka
1370,Positif,bagus bagus bagus
1371,Positif,menyenangkan
1372,Positif,tiktok bagus kasih bintang tertarik tiktok makasih
1373,Negatif,jelek banget
1374,Negatif,aplikasi tolol
1375,Positif,tiktok blokir
1376,Positif,bagus
1377,Positif,seru baget
1378,Positif,mantap kali
1379,Negatif,suka
1380,Positif,mantap menghibur
1381,Positif,bagus
1382,Positif,aplikasi keren
1383,Positif,good
1384,Positif,aplikasi jelek bohong
1385,Positif,hai name sabrina anatasya for indonesia oke suka banget tiktok bikin konten tiktok follow tiktok nama agitha and asyifaku oke godd bye asalamualaikum
1386,Positif,seneng banget aplikasi tiktok hiburan keluarga
1387,Positif,lucu banget
1388,Negatif,jelek
1389,Positif,dear tiktok muhammad rhobit bintang aplikasi semoga man senang bermain aplikasi terimakasih
1390,Positif,keajaiban tiktok hati sedih bahagia pacar selingkuhan bak teman kreatif bak orang gila
1391,Positif,aplikasi bagus banget
1392,Positif,
1393,Negatif,jelek banget
1394,Positif,senang tiktok mengibur
1395,Positif,aplikasi bagus menghibur
1396,Positif,assalamuallaikum suka aplikasi tiktok
1397,Positif,suka
1398,Positif,the best
1399,Positif,menghibur
1400,Positif,bagus banget
1401,Positif,keren
1402,Negatif,tiktok shop buka keranjang kuning milih barang dibeli tolong cek terimakasih
1403,Positif,tiktok asik banget loh
1404,Positif,bagus
1405,Positif,mantap
1406,Positif,seru tiktok
1407,Positif,suka tiktok
1408,Positif,mantap bintang
1409,Positif,oke
1410,Positif,bagus
1411,Positif,aplikasi tiktok bagus seru pokok membosankan
1412,Positif,tiktok bagus banget
1413,Positif,suka tiktok
1414,Positif,bagus
1415,Positif,terta tiktok inspirasi bagus tiktok
1416,Positif,download nyesel
1417,Positif,bagus
1418,Negatif,video disuruh hapus gara gara memenuhi syarat wtf
1419,Positif,nice aplikasi
1420,Positif,pokok bagus
1421,Negatif,tolong perbaiki troli belanja terbuka memuat
1422,Positif,mantap
1423,Positif,anak tiktokk check
1424,Positif,puas
1425,Positif,keren
1426,Positif,bagus
1427,Positif,suka aplikasi
1428,Positif,good
1429,Positif,keren
1430,Negatif,pencet akun hilang tolong perbaiki yah
1431,Negatif,kasih bintang suka banget tiktok
1432,Positif,good
1433,Negatif,aplikasi jelek
1434,Positif,tiktok
1435,Positif,tiktok teman bosan mempui followers bak terimakasih tiktok
1436,Positif,suka banget
1437,Negatif,aplikasi jelek
1438,Positif,bagus
1439,Positif,game enak banget
1440,Positif,suka
1441,Negatif,tolong benerin tiktok video
1442,Positif,transisi slow motion keren
1443,Positif,hiburan jam kosong
1444,Positif,mantap
1445,Positif,aplikasi bagus banget
1446,Positif,aplikasi bagus
1447,Positif,tiktok bagus kasih bintang
1448,Positif,berkerja
1449,Positif,bagus banget
1450,Positif,iya
1451,Positif,bagus
1452,Positif,spektakuler
1453,Negatif,bak kemaksiatan tergantung pengguna
1454,Negatif,tolol
1455,Positif,kasih bintang bagus kasih bintang
1456,Positif,aplikasi bagus bnget
1457,Negatif,aplikasi buruk menghabiskan kouta
1458,Positif,seru banget tiktok bikin happy
1459,Positif,bagus
1460,Negatif,tiktok
1461,Positif,suka hiburan pengetahuan bak lihat aplikasi
1462,Positif,download aplikasi aplikasi jelek banget bohong
1463,Negatif,isi makhluk bodoh monyet
1464,Positif,bagus
1465,Negatif,bagus
1466,Negatif,tiktok lemot kondisi sil bagus update play video lag
1467,Positif,senang video video keren
1468,Positif,aplikasi bagus
1469,Positif,suka aplikasi
1470,Positif,aplikasi bagus
1471,Positif,zulfa anggraini bintang aplikasi semoga man senang bermanfaat aplikasi terimkasih
1472,Positif,senang
1473,Positif,iove
1474,Positif,suka tiktok
1475,Negatif,lag aplikasi buka
1476,Positif,nice
1477,Positif,assalamu alaikum nama andi rini kasi bintang karna suka tiktok
1478,Negatif,aplikasi lawak lihat youtube aplikasi penghasil uang ketemu tiktok legit membayar scam ketaan download pakai link daftar suruh masukin kode bilang penipuan kontrol maksud gimana aja main tiktok masukin kode aplikasi aneh scam bakin pengguna doang nipu video konten fulgar tolol
1479,Negatif,aplikasi terkadang konten penipuan
1480,Negatif,saldo gagal tarik xiomi dah masukin referal nonton video kesini susah group penghasil uang tiktok bubar mohon kembalikan
1481,Negatif,halo gimana tiktok masak penarikan saldo masuk kemarin butuh banget tolong kejelasan susah payah undang orang giliran penarikn saldo masuk tolong perbaiki pengguna kapok nonton orang joget tertarik hasil iming tiktok tetep yaaa lihat aplikasi
1482,Negatif,tolong video giveaway uang blokir aja bak aja orang pengemis komentar dihilangkan aja biar netizen jahat komen biar bikin malu tulisan busuk netizen nama indonesia
1483,Negatif,emang tertarik tagar konten orang dimasukin blok orang pake tagar masuk tiktok sih suka kapal dimasukin fyp
1484,Negatif,aplikasi buruk tidakseru lihat lihat bilang aplikasi buruk seru
1485,Negatif,tiktok kayak sampah masukin kode gagal mulu penipuan mulu emang nipu darimana masukin kode hilang lumayan uang nambah
1486,Negatif,bismillah download aplikasi mengontrol dirimu aplikasi bak konten konten negatif ketahuilah raja mempui larangan larangan allah diharamkan dosa mendekati dosa dosa jariyah
1487,Negatif,hei bikin aplikasi bener tiktok seharus memuaskan pelanggan berpartisipasi maju coba lihat likee meningkatkan aplikasi tamu tamu laci man tingkatkan tamu man aplikasi tiktok wassalamualaikum warahmatullahi wabaraka bye see you
1488,Negatif,tiktok hadiah undang teman memproses misi menonton video hilang misi undang teman dipikir mudahkah cari pengguna susah orang terkenal kaya misi nonton video balikin dikit lumayan cuman point sehari
1489,Negatif,maaf admin terhormat susah memasukan kode undangan persulit biar pengguna tiktok bak kalah bersaing snack video
1490,Negatif,nyesel banget instal aplikasi ngabisin kuota iming event undang temen masukin kode aja susah error trus aplikasi penipu
1491,Negatif,please pulihkan akun kasih kesempatan hapus video ditiktok akun diblokir banget aplikasi akun digembok pulihkan kasih bintang awas aja data disalahgunakan
1492,Negatif,aplikasi beli coin masuk coin aplikasi tiktok tolong perbaiki pembelian coin rugi
1493,Negatif,bagus banget bohong aplikasi jelek bak kaum perempuan menyebar aurat ditutup
1494,Negatif,sepakat anak aktif tiktok anak mengembangkan bakat imajinasi hapus aja aplikasi kalangan bak konten porno laporkan tanggapan melanggar panduan komunitas tanggapan konten laporkan porno harap ditinjau ulang berharap konten porno ban biar orangtua man anak bermain tiktok
1495,Negatif,system panduan komunitas upload berbaur kejahatan kekerasan konten sexsual bak bak konten menonjolkan alat vital aman aja dihapus upload video aja hapus dibanned kontol konsisten kalo bikin peraturan payah tajam kebawah tumpul
1496,Negatif,admin tiktok kompeten kerjaan nge blokir akun akun dilaporin alasan melanggar panduan admin tiktok membedakan konten melanggar konten disukai selera orang karna dilapangan bak konten blokir fullguard semoga admin tiktok baca
1497,Negatif,tergoda bonus alias bohong event nonton video cek masukin kode undangan cuman mengambil keuntungan download aplikasi playstore
1498,Negatif,aplikasi penipu iming iming event ngundang temen hadiah pas ngundang bacaan error lolos tolong playstore ditindak
1499,Negatif,ngelapor pornografi mempan
